Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,68.74,13.74,10134839,696.67M,1.04,50.49,76.8,47.07,57.4,10.7,4.50B,35.85,30.9,164.8%,N/A,32.2%,21.9%,17.6%,1.6 - Buy,4,1,0,55.0,91.6,125.0,33.3%,"AXT, Inc. designs, develops, manufactures, and distributes compound and single element semiconductor substrates. The company provides indium phosphide for use in data center connectivity using light/lasers, high-speed data transfer in data centers, 5G communications, fiber optic lasers and detectors, consumer devices, ",80,Watchlist candidate
CRWV,"CoreWeave, Inc.",Technology,Software - Infrastructure,83.02,15.68,21405792,1.78B,0.74,72.56,93.38,94.57,52.3,7.94,45.26B,7.27,-51.97,111.6%,N/A,69.4%,-6.9%,21.4%,1.8 - Buy,26,9,2,36.0,138.03,303.0,66.3%,"CoreWeave, Inc. operates as a cloud infrastructure technology company in the United States. The company offers CoreWeave Cloud platform that comprises proprietary software and cloud services that deliver the automation and efficiency needed to manage complex artificial intelligence (AI) infrastructure at scale. It also",65,Needs confirmation
NBIS,Nebius Group N.V.,Communication Services,Internet Content & Information,216.67,13.79,14534983,3.15B,0.74,188.74,224.19,141.63,55.0,10.69,55.02B,62.67,-134.31,683.9%,N/A,72.1%,-32.1%,28.0%,1.8 - Buy,11,5,1,120.0,258.13,410.0,19.1%,"Nebius Group N.V., a technology company, engages in building full-stack infrastructure to service the global AI industry in the United States, the United Kingdom, and internationally. It offers Nebius builds full-stack infrastructure for AI, including large-scale GPU clusters, cloud platforms, and tools and services fo",65,Needs confirmation
ONDS,Ondas Inc.,Technology,Communication Equipment,8.26,10.28,27882028,230.31M,0.33,7.72,8.81,9.3,58.1,8.52,4.71B,48.75,-275.5,1079.9%,N/A,44.8%,-85.1%,40.5%,1.3 - Strong Buy,8,0,0,16.0,19.81,25.0,139.9%,"Ondas Inc. provides private wireless, drone, and automated data solutions in the United States and internationally. It operates through the Ondas Networks and Ondas Autonomous Systems segments. The company offers Counter-UAS (CUAS) and site protection systems, including iron drone raider, a fully autonomous interceptor",65,Needs confirmation
BFLY,"Butterfly Network, Inc.",Healthcare,Medical Devices,8.28,16.39,4573703,37.85M,0.58,7.26,6.6,4.39,54.7,7.62,2.20B,19.65,-137.75,39.5%,N/A,68.2%,-30.9%,15.3%,1.0 - Strong Buy,5,0,0,5.25,8.06,11.0,-2.6%,"Butterfly Network, Inc. develops, manufactures, and commercializes ultrasound imaging solutions in the United States and internationally. The company offers Butterfly iQ+ and iQ3 ultrasound devices that can perform whole-body imaging on a single handheld probe integrated with the clinical workflow, and accessible on a ",50,Needs confirmation
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,107.0,13.44,5835666,624.42M,0.5,95.76,142.07,90.42,42.3,10.94,8.59B,16.93,22.42,51.4%,N/A,29.6%,-8.6%,12.9%,2.3 - Buy,3,3,0,57.5,150.3,220.0,40.5%,"Applied Optoelectronics, Inc. engages in the design, manufacture, and sale of fiber-optic networking products in the United States, Taiwan, and China. The company offers optical modules, optical filters, lasers, laser components, subassemblies, transmitters and transceivers, turn-key equipment, headend, node, and distr",50,Needs confirmation
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,89.11,11.41,1104118,98.38M,0.43,77.96,91.22,53.4,58.0,12.62,2.91B,58.13,64.41,33.7%,N/A,35.3%,-6.4%,15.6%,N/A,4,0,0,110.0,115.0,125.0,29.1%,"Aehr Test Systems, Inc. provides test solutions for testing, burn-in, and semiconductor devices at wafer level, singulated die, and package level in the United States, Asia, Europe, and the Middle East. The company offers FOX-XP and FOX-NP systems, which are full wafer contact and singulated die/module test and burn-in",50,Needs confirmation
ALM,Almonty Industries Inc.,Basic Materials,Other Industrial Metals & Mining,12.32,11.39,3525405,43.43M,0.62,12.39,16.26,13.88,34.4,9.75,3.50B,69.91,8.42,221.2%,N/A,31.3%,8.8%,N/A,1.2 - Strong Buy,8,1,0,20.33,25.0,33.04,102.9%,"Almonty Industries Inc. engages in mining, processing, and shipping of tungsten concentrates. The company explores for tin and tungsten deposits. It holds 100% interests in the Canada, Korea, Portugal, Spain, and the United States projects and mines. The company is headquartered in Dillon, Montana.",50,Needs confirmation
RDW,Redwire Corporation,Industrials,Aerospace & Defense,9.6,11.37,9210965,88.43M,0.25,8.73,13.37,10.02,48.9,7.68,2.29B,6.18,-23.41,57.9%,N/A,12.9%,-71.8%,21.0%,N/A,6,2,1,7.0,14.88,24.0,54.9%,"Redwire Corporation provides critical space solutions and space infrastructure for government and commercial customers in the United States, Europe, and internationally. It operates in two segments Space and Defense Tech. The company offers sensors and avionics systems, including star trackers and sun sensors, which ar",50,Needs confirmation
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,65.06,10.31,5798922,377.28M,0.26,58.22,81.06,82.36,46.2,8.23,25.25B,297.26,-250.0,1952.2%,N/A,44.8%,-1014.0%,19.9%,2.7 - Hold,4,7,2,42.5,80.48,108.0,23.7%,"AST SpaceMobile, Inc., together with its subsidiaries, designs and develops the constellation of BlueBird satellites in the United States. The company provides a cellular broadband network in space to be accessible directly by smartphones for commercial use and other applications, as well as for government use. Its Spa",50,Needs confirmation
FSLR,"First Solar, Inc.",Technology,Solar,237.99,12.77,2323257,552.90M,0.97,208.93,245.17,234.3,60.9,4.14,25.58B,4.76,10.33,-3.7%,23.3%,44.0%,42.6%,12.0%,2.1 - Buy,22,12,2,150.0,255.73,330.0,7.5%,"First Solar, Inc., a solar technology company, provides photovoltaic (PV) solar energy solutions in the United States, France, India, Chile, and internationally. The company manufactures and sells PV solar modules with thin film semiconductor technology that provides conventional crystalline silicon PV solar modules. I",45,Needs confirmation
