Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,84.1,14.66,2215481,186.32M,1.68,69.63,52.58,44.19,90.5,6.73,5.80B,6.04,37.24,34.2%,-18.7%,44.2%,15.6%,5.4%,1.5 - Strong Buy,7,1,0,68.0,73.97,83.8,-12.0%,"ACM Research, Inc., together with its subsidiaries, develops, manufactures, and sells capital equipment in Mainland China and internationally. It also develops, manufactures, and sells a range of packaging tools to wafer assembly and packaging customers. The company provides wet cleaning equipment for front end product",50,Needs confirmation
PL,Planet Labs PBC,Industrials,Aerospace & Defense,50.75,14.44,10429811,529.31M,0.79,43.51,36.18,21.23,74.2,7.78,18.09B,58.79,-2256.0,41.1%,N/A,56.2%,-30.4%,10.8%,2.0 - Buy,7,3,1,20.0,35.5,50.0,-30.0%,"Planet Labs PBC engages in the design, construction, and launch of constellations of satellites with the intent of providing high-cadence geospatial data delivered to customers through an online platform in the United States and internationally. The company offers SuperDove satellites to create an always-online scanner",50,Needs confirmation
AMKR,"Amkor Technology, Inc.",Technology,Semiconductor Equipment & Materials,73.7,12.09,4942640,364.27M,1.17,68.48,61.74,43.4,45.9,5.98,18.27B,2.58,30.06,27.5%,285.6%,14.4%,6.0%,12.0%,2.2 - Buy,5,5,0,60.0,75.5,90.0,2.4%,"Amkor Technology, Inc. provides outsourced semiconductor packaging and test services in the United States, Japan, Europe, and the Asia Pacific. It offers turnkey packaging and test services, including semiconductor wafer bump, wafer probe, wafer back-grind, package design, packaging, burn-in, system-level and final tes",50,Needs confirmation
AMPX,"Amprius Technologies, Inc.",Industrials,Electrical Equipment & Parts,17.86,11.42,5420949,96.82M,0.57,16.29,18.25,12.7,39.5,9.05,2.53B,28.03,307.98,152.9%,N/A,18.1%,-23.4%,16.8%,1.1 - Strong Buy,9,0,0,18.0,22.12,25.0,23.9%,"Amprius Technologies, Inc. develops, manufactures, and markets lithium-ion batteries for mobility applications. The company provides silicon anode lithium-ion batteries under the SiCore and SiMaxx product platforms. Its batteries are primarily used for existing and emerging aviation applications, including unmanned aer",50,Needs confirmation
FLY,Firefly Aerospace Inc.,Industrials,Aerospace & Defense,58.01,17.18,8382556,486.23M,1.32,45.48,35.32,30.42,81.1,8.1,9.31B,50.37,-50.91,44.8%,N/A,24.8%,-115.9%,8.7%,1.8 - Buy,6,3,0,35.0,47.12,65.0,-18.8%,"Firefly Aerospace Inc. operates as a space and defense technology company and provides mission solutions for national security, government, and commercial customers. The company offers integrated launch and space services technology that is committed to enabling launch, transit, and operations in space. It also provide",35,Speculative / news-only
SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,72.51,17.04,5376321,389.84M,1.33,59.42,46.64,37.42,73.5,8.75,4.40B,3.45,46.28,41.5%,N/A,18.3%,-15.3%,19.1%,3.2 - Hold,1,21,4,26.0,39.71,100.0,-45.2%,"SolarEdge Technologies, Inc., together with its subsidiaries, operates as an energy technology company in the United States, Europe, and internationally. The company offers power optimizers and DC-to-AC inverters; Storage Solutions, such as home battery 400V and CSS-OD solution; EV chargers for residential and commerci",35,Speculative / news-only
POWI,"Power Integrations, Inc.",Technology,Semiconductors,82.76,16.81,2218391,183.59M,2.06,71.74,61.87,46.92,57.7,5.81,4.61B,10.32,45.14,2.6%,-60.4%,53.9%,7.4%,11.1%,N/A,2,2,0,46.0,69.5,85.0,-16.0%,"Power Integrations, Inc. designs, develops, manufactures, and markets analog and mixed-signal integrated circuits, and other electronic components and circuitry used in high-voltage power conversion. It provides a range of alternating current to direct current power conversion products that address power supply up to a",35,Speculative / news-only
LUNR,"Intuitive Machines, Inc.",Industrials,Aerospace & Defense,43.78,14.43,15175481,664.38M,1.1,35.8,25.77,16.37,79.5,9.05,7.02B,21.01,-328.25,198.7%,N/A,9.7%,-10.3%,21.4%,1.6 - Buy,7,1,1,11.0,38.0,50.0,-13.2%,"Intuitive Machines, Inc. operates as a space infrastructure and services company in the United States. The company provides delivery services for the transportation and delivery of payloads, such as satellites, scientific instruments, and cargo to various destinations in space, rideshare delivery, and lunar surface acc",35,Speculative / news-only
YSS,"York Space Systems, Inc.",Industrials,Aerospace & Defense,34.45,18.67,2008725,69.20M,0.92,27.8,29.45,N/A,52.6,10.67,4.48B,11.3,64.66,9.5%,N/A,18.4%,-89.9%,9.3%,1.8 - Buy,7,2,0,26.0,34.67,45.0,0.6%,"York Space Systems, Inc. operates as a space and defense prime providing a comprehensive suite of mission-critical solutions for national security, government and commercial customers in the United States. It provides space and defense primes with proprietary hardware and software capabilities designed to address custo",30,Speculative / news-only
JOYY,JOYY Inc.,Communication Services,Internet Content & Information,63.63,16.92,521837,33.20M,1.61,57.34,59.09,60.61,61.4,2.78,3.21B,1.51,10.36,5.9%,N/A,35.9%,3.1%,4.4%,N/A,13,1,0,64.0,78.17,92.0,22.9%,"JOYY Inc., together with its subsidiaries, engages in the provision of social product matrix and communication technology. It operates through two segments, BIGO and All Other. The company operates Bigo Live, a social live streaming platform that provides an interactive online stage for users to host and watch live str",30,Speculative / news-only
BRAI,Braiin Limited,Technology,Computer Hardware,15.87,121.29,6749680,107.09M,85.42,8.25,7.47,N/A,88.4,6.69,3.27B,N/A,N/A,N/A,N/A,0.0%,0.0%,0.2%,N/A,0,0,0,N/A,N/A,N/A,N/A,"Braiin Limited operates as an agriculture and analytics services company that provides solutions to improve farming productivity using IoTs, Wireless Connectivity, Robotics, Software, and AI/ML. The company was incorporated in 2022 and is based in Subiaco, Australia. As of March 20, 2023, Braiin Limited operates as a s",20,Speculative / news-only
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,126.03,19.05,29493257,3.72B,1.71,94.93,85.0,76.1,83.8,7.2,48.96B,576.42,-424.53,1952.2%,N/A,44.8%,-1014.0%,18.1%,2.6 - Hold,3,6,2,41.2,83.47,117.0,-33.8%,"AST SpaceMobile, Inc., together with its subsidiaries, designs and develops the constellation of BlueBird satellites in the United States. The company provides a cellular broadband network in space to be accessible directly by smartphones for commercial use and other applications, as well as for government use. Its Spa",20,Speculative / news-only
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,110.49,16.28,1695473,187.33M,0.57,93.71,72.62,38.13,60.0,10.16,3.48B,76.79,736.6,-43.7%,N/A,30.7%,-41.0%,15.8%,N/A,3,1,0,56.0,63.67,68.0,-42.4%,"Aehr Test Systems, Inc. provides test solutions for testing, burning-in, and semiconductor devices in wafer level, singulated die, package part form, and installed systems in the United States, Asia, and Europe. Its product portfolio includes FOX-XP and FOX-NP systems that are full wafer contact and singulated die/modu",15,Speculative / news-only
UMC,United Microelectronics Corporation,Technology,Semiconductors,20.86,14.49,15508215,323.50M,1.34,18.0,12.28,9.21,94.3,3.4,52.34B,0.22,25.99,5.5%,108.1%,29.6%,18.5%,1.1%,N/A,0,2,3,7.4,10.36,12.74,-50.3%,"United Microelectronics Corporation operates as a semiconductor wafer foundry in Taiwan, China, Hong Kong, Japan, Korea, the United States, Europe, and internationally. It manufactures and sells integrated circuits. The company offers circuit design; mask tooling; wafer fabrication; and assembly and testing services fo",15,Speculative / news-only
NVTS,Navitas Semiconductor Corporation,Technology,Semiconductors,32.94,12.62,37202281,1.23B,1.25,24.04,14.64,10.18,74.5,9.15,7.81B,192.89,-229.65,-38.7%,N/A,30.1%,-317.7%,20.4%,N/A,2,5,1,7.0,13.59,21.0,-58.8%,"Navitas Semiconductor Corporation designs, develops, and markets power semiconductors in the United States, Europe, China, rest of Asia, and internationally. The company offers gallium nitride power integrated circuits, silicon carbide power devices, silicon system controllers, and digital isolators for power conversio",15,Speculative / news-only
