Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
SHOP,Shopify Inc.,Technology,Software - Application,144.55,17.24,21266059,3.07B,2.12,126.34,117.51,132.76,63.2,4.2,187.58B,15.17,62.0,34.3%,N/A,48.0%,15.7%,2.2%,1.7 - Buy,39,11,1,105.0,148.39,200.0,2.7%,"Shopify Inc., a commerce technology company, provides tools to start, scale, market, and run a business of various sizes in Canada, the United States, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. The Company offers Shopify platform that enables merchants to manage products and inventory, proces",85,Watchlist candidate
ZETA,Zeta Global Holdings Corp.,Technology,Software - Infrastructure,26.82,10.53,26009365,697.44M,2.98,22.66,21.14,18.93,72.7,5.22,6.68B,4.65,23.27,49.9%,N/A,60.1%,-2.6%,14.3%,1.4 - Strong Buy,12,2,0,25.0,29.61,44.0,10.4%,"Zeta Global Holdings Corp. operates an omnichannel data-driven cloud platform that provides enterprises with consumer intelligence and marketing automation software in the United States and internationally. The company operates Zeta Marketing platform, a single platform designed to enable enterprises to acquire, grow, ",85,Watchlist candidate
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,72.11,10.48,8656067,624.19M,0.88,55.13,74.31,47.71,68.0,11.18,4.72B,37.61,32.42,164.8%,N/A,32.2%,21.9%,17.6%,1.6 - Buy,4,1,0,55.0,91.6,125.0,27.0%,"AXT, Inc. designs, develops, manufactures, and distributes compound and single element semiconductor substrates. The company provides indium phosphide for use in data center connectivity using light/lasers, high-speed data transfer in data centers, 5G communications, fiber optic lasers and detectors, consumer devices, ",80,Watchlist candidate
GFI,Gold Fields Limited,Basic Materials,Gold,37.54,10.06,2870412,107.76M,0.79,33.67,35.05,43.23,70.4,2.66,33.58B,3.84,6.99,71.4%,196.1%,55.3%,51.8%,0.7%,1.8 - Buy,6,2,0,40.0,48.34,57.0,28.8%,"Gold Fields Limited operates as a gold producer with reserves and resources in South Africa, Ghana, Australia, Peru, Canada, and Chile. It also explores for gold, copper and silver deposits. Gold Fields Limited was founded in 1887 and is based in Sandton, South Africa.",80,Watchlist candidate
AUGO,Aura Minerals Inc.,Basic Materials,Gold,65.27,12.93,670562,43.76M,0.67,57.06,61.09,63.28,80.2,4.18,5.45B,4.77,5.8,136.5%,N/A,60.0%,52.9%,14.0%,1.4 - Strong Buy,9,0,0,76.4,95.16,122.0,45.8%,"Aura Minerals Inc., a gold and copper production company, focuses on the development and operation of gold and base metal projects in the Americas. It operates through The Minosa Mine, The Apoena Mine, the Aranzazu Mine, The Almas Mine, and The Borborema Mine and the Serra Grande Mine Projects segments. The company pri",65,Needs confirmation
DT,"Dynatrace, Inc.",Technology,Software - Application,51.24,12.11,6818494,349.41M,1.22,45.17,43.08,41.29,70.7,2.96,14.93B,7.39,22.65,19.4%,-52.6%,81.7%,10.5%,4.4%,1.7 - Buy,26,11,0,36.0,47.91,60.0,-6.5%,"Dynatrace, Inc. engages in the advancement of observability for digital businesses, which transforms the complexity of modern digital ecosystems in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. The company operates Dynatrace, an AI-powered observability platform, which provides so",65,Needs confirmation
HNGE,"Hinge Health, Inc.",Healthcare,Health Information Services,88.48,11.41,2149359,190.18M,1.11,77.45,74.3,52.23,53.6,5.14,6.83B,10.57,25.95,47.2%,-68.4%,81.0%,17.6%,11.6%,1.6 - Buy,15,1,0,65.0,92.67,125.0,4.7%,"Hinge Health, Inc. focuses on building a health system that scales and automates the delivery of care using technology. It designs its platform to address musculoskeletal system care (MSK), including acute injury, chronic pain, and post-surgical rehabilitation. The company also provides personalized and automated MSK c",65,Needs confirmation
URGN,UroGen Pharma Ltd.,Healthcare,Biotechnology,46.23,15.81,1130092,52.24M,1.43,40.86,35.47,25.46,65.2,5.03,2.25B,16.03,30.95,151.6%,N/A,89.9%,-39.8%,11.9%,1.4 - Strong Buy,7,1,0,40.0,44.75,50.0,-3.2%,"UroGen Pharma Ltd., a biotechnology company, engages in the development and commercialization of solutions for urothelial and specialty cancers. It offers RTGel, a novel proprietary polymeric biocompatible, reverse thermal gelation hydrogel technology; Mitomycin a generic drug used off-label as an adjuvant chemotherapy",50,Needs confirmation
BSP,Bending Spoons S.p.A.,Technology,Software - Application,42.67,13.94,1696420,72.39M,0.54,35.62,N/A,N/A,86.8,5.91,27.10B,16.44,23.2,132.2%,N/A,67.0%,38.8%,3.0%,1.8 - Buy,7,4,0,35.0,40.36,45.0,-5.4%,"Bending Spoons S.p.A., through its subsidiaries, acquires and transforms digital businesses in the United States and internationally. The company designs and develops software and platforms that support acquisitions, transformations, and ongoing optimizations. The company's portfolio includes AOL, which operates an ema",50,Needs confirmation
TVTX,"Travere Therapeutics, Inc.",Healthcare,Biotechnology,63.72,13.75,2567219,163.58M,1.27,57.01,53.92,38.83,71.4,4.45,5.93B,10.02,12.76,48.2%,N/A,76.8%,2.3%,16.9%,1.3 - Strong Buy,14,1,0,43.0,60.36,75.0,-5.3%,"Travere Therapeutics, Inc., a biopharmaceutical company, identifies, develops, and delivers therapies to people living with rare kidney and metabolic diseases in the United States. The company's products include FILSPARI (sparsentan), a once-daily, oral medication designed to target two critical pathways in the disease",50,Needs confirmation
