Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
ENTG,"Entegris, Inc.",Technology,Semiconductor Equipment & Materials,142.79,14.05,1193581,170.43M,0.36,123.1,143.52,119.61,52.3,5.74,21.75B,6.72,30.53,5.0%,46.3%,44.8%,17.9%,7.1%,2.1 - Buy,7,4,1,115.0,163.64,205.0,14.6%,"Entegris, Inc. provides advanced materials and process solutions for the semiconductor and other high-technology industries in North America, Taiwan, South Korea, Japan, China, Europe, and Southeast Asia. It operates in two segments, Materials Solutions (MS) and Advanced Purity Solutions (APS). The MS segment provides ",60,Needs confirmation
ARM,Arm Holdings plc,Technology,Semiconductors,274.35,14.76,3942534,1.08B,0.38,248.83,323.81,190.75,49.2,7.27,293.01B,56.83,89.38,22.4%,108.3%,97.5%,7.6%,12.0%,1.9 - Buy,27,11,2,125.0,286.79,500.0,4.5%,"Arm Holdings plc researches, develops, licenses, and markets central processing unit (CPU) intellectual property (IP), graphics processing unit IP, systems IP, compute subsystems (CSS), and associated software, tools and related services. The company provides a product portfolio, including CPU IP, GPU and neural proces",50,Needs confirmation
VOYG,"Voyager Technologies, Inc.",Industrials,Aerospace & Defense,34.69,23.85,2508778,87.03M,1.05,26.37,34.86,29.75,67.0,6.04,2.06B,12.3,-25.14,2.1%,N/A,13.6%,-126.7%,21.6%,1.8 - Buy,9,0,2,21.0,43.45,60.0,25.3%,"Voyager Technologies, Inc. operates as a defense technology and space solutions company in the United States, Europe, the Middle East, and internationally. It operates through three segments: Defense & National Security, Space Solutions, and Starlab Space Stations. The Defense & National Security segment provides defen",45,Needs confirmation
BETA,"BETA Technologies, Inc.",Industrials,Aerospace & Defense,21.67,11.76,1711687,37.09M,1.05,18.63,17.5,N/A,64.0,6.92,5.18B,143.42,-10.32,5.6%,N/A,65.5%,-1312.1%,4.6%,1.3 - Strong Buy,8,0,0,25.0,31.38,37.0,44.8%,"BETA Technologies, Inc., an electric aerospace company, designs, manufactures, and sells electric aircraft, electric propulsion systems, components, and charging systems worldwide. It builds and flown ALIA aircraft consisting of conventional fixed-wing electric aircraft and electric vertical takeoff and landing aircraf",45,Needs confirmation
WIX,Wix.com Ltd.,Technology,Software - Infrastructure,63.42,11.59,1195601,75.83M,0.65,57.44,50.62,81.91,64.3,5.76,2.65B,1.29,8.44,14.3%,N/A,67.4%,-12.9%,26.0%,2.1 - Buy,12,9,1,45.0,72.2,135.0,13.8%,"Wix.com Ltd. operates a cloud-based web development platform for registered users and creators in the United States, Europe, Israel, and internationally. The company offers Wix Editor, a drag-and-drop visual development and website editing environment platform and Wix Studio, a unified website development platform that",45,Needs confirmation
PAY,"Paymentus Holdings, Inc.",Technology,Software - Infrastructure,43.23,25.23,1792860,77.51M,1.65,34.74,26.11,28.03,83.1,4.62,N/A,N/A,40.71,30.2%,45.5%,24.7%,7.4%,9.1%,1.9 - Buy,4,3,0,27.0,36.71,44.0,-15.1%,"Paymentus Holdings, Inc. provides cloud-based bill payment technology and solutions in the United States and internationally. The company offers electronic bill presentment and payment services, enterprise customer communication, and self-service revenue management to billers through a software-as-a-service, secure, an",35,Speculative / news-only
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,108.91,18.75,1718479,187.15M,0.68,80.85,91.63,53.81,59.5,9.93,3.56B,71.11,78.8,33.7%,N/A,35.3%,-6.4%,15.6%,N/A,4,0,0,110.0,115.0,125.0,5.6%,"Aehr Test Systems, Inc. provides test solutions for testing, burn-in, and semiconductor devices at wafer level, singulated die, and package level in the United States, Asia, Europe, and the Middle East. The company offers FOX-XP and FOX-NP systems, which are full wafer contact and singulated die/module test and burn-in",35,Speculative / news-only
W,Wayfair Inc.,Consumer Cyclical,Internet Retail,116.12,30.02,6619894,768.70M,1.79,92.8,84.43,87.56,69.3,4.16,N/A,N/A,30.98,7.4%,N/A,30.4%,0.4%,18.1%,2.0 - Buy,19,13,0,74.0,95.7,123.0,-17.6%,"Wayfair Inc. engages in the e-commerce business in the United States and internationally. It provides online selections of furniture, décor, housewares, and home improvement products through its sites comprising Wayfair, Joss & Main, AllModern, Birch Lane, Perigold, and Wayfair Professional. The company offers its prod",30,Speculative / news-only
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,355.24,21.81,1306413,464.08M,1.35,290.14,257.43,246.74,88.8,3.49,16.92B,3.03,17.15,14.3%,3.8%,48.2%,15.0%,7.7%,1.8 - Buy,12,5,0,292.02,332.44,400.0,-6.4%,"Zebra Technologies Corporation, together with its subsidiaries, operates in the automatic identification and data capture solutions industry worldwide. It operates in two segments, Connected Frontline, and Asset Visibility and Automation. The company designs, manufactures, and sells printers that produce labels, wristb",30,Speculative / news-only
IT,"Gartner, Inc.",Technology,Information Technology Services,177.83,17.36,1133875,201.64M,0.71,155.33,145.84,183.32,72.8,4.67,11.90B,1.84,11.61,-1.5%,17.3%,69.0%,20.5%,23.7%,2.8 - Hold,3,10,2,120.0,160.38,203.0,-9.8%,"Gartner, Inc. provides business and technology insights to support decision-making and performance on an organization's mission-critical priorities in the United States, Canada, Europe, the Middle East, Africa, and internationally. It operates through three segments: Insights, Conferences, and Consulting. The Insights ",30,Speculative / news-only
INVX,"Innovex International, Inc.",Energy,Oil & Gas Equipment & Services,32.38,14.43,362466,11.74M,0.85,27.51,26.66,24.88,80.1,3.86,2.26B,2.31,16.59,-0.6%,N/A,31.9%,12.1%,7.2%,1.6 - Buy,4,1,0,26.0,33.0,35.0,1.9%,"Innovex International, Inc. designs, manufactures, sells, and rents mission critical engineered products to the oil and natural gas industry worldwide. It provides drilling enhancement tools to optimize drilling performance, increase rate of penetration, and mitigate downhole challenges; and fishing and intervention wh",30,Speculative / news-only
SNAP,Snap Inc.,Communication Services,Internet Content & Information,5.75,14.19,49080039,282.46M,1.18,4.82,4.99,6.14,74.4,3.72,9.54B,1.56,7.76,12.1%,N/A,55.8%,-4.9%,8.3%,2.7 - Hold,10,30,3,4.0,7.23,15.0,25.7%,"Snap Inc. operates as a technology company in North America, Europe, and internationally. The company offers Snapchat, a visual messaging application with various tabs, such as camera, visual messaging, snap map, stories, and spotlight that enable people to communicate visually through short videos and snaps. It also p",30,Speculative / news-only
EWTX,"Edgewise Therapeutics, Inc.",Healthcare,Biotechnology,43.37,12.99,2559642,111.00M,1.78,40.48,38.58,29.97,55.9,5.44,4.67B,N/A,-29.44,N/A,N/A,0.0%,0.0%,13.2%,N/A,10,2,0,30.0,49.92,66.0,15.1%,"Edgewise Therapeutics, Inc., a biopharmaceutical company, discovers, develops, and commercializes therapies for the treatment of muscle disorders. Its lead product candidate, sevasemten, an orally administered small molecule that is in Phase II clinical trials, designed to address the root cause of dystrophinopathies i",30,Speculative / news-only
UFPT,"UFP Technologies, Inc.",Healthcare,Medical Devices,323.09,20.77,341195,110.24M,1.59,262.43,243.46,226.17,79.2,3.25,2.50B,4.11,27.64,4.1%,1.4%,28.4%,15.1%,22.4%,N/A,2,2,0,289.0,324.5,360.0,0.4%,"UFP Technologies, Inc., together with its subsidiaries, designs and manufactures solutions for medical devices, sterile packaging, and other engineered custom products in the United States. The company provides protective drapes for robotic surgery, patient handling and comfort, advanced wound care, infection preventio",15,Speculative / news-only
TDW,Tidewater Inc.,Energy,Oil & Gas Equipment & Services,79.69,11.49,531870,42.38M,0.71,75.57,72.87,68.75,59.2,4.04,3.96B,2.95,12.72,-43.1%,N/A,48.9%,-8.7%,15.9%,2.8 - Hold,3,4,1,54.0,86.57,117.0,8.6%,"Tidewater Inc., together with its subsidiaries, provides offshore support vessels and marine support services to the offshore energy industry through the operation of a fleet of offshore marine service vessels worldwide. The company operates through five segments: Americas, Asia Pacific, Middle East, Europe/Mediterrane",15,Speculative / news-only
