Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,117.29,17.1,450363,52.82M,0.51,105.8,109.65,114.84,67.4,4.08,6.63B,2.04,31.29,34.6%,109.7%,15.7%,4.8%,5.6%,N/A,5,1,0,130.0,145.0,165.0,23.6%,"Construction Partners, Inc., a civil infrastructure company, constructs and maintains roadways in Alabama, Florida, Georgia, North Carolina, Oklahoma, South Carolina, Tennessee, and Texas. The company provides various products and services to public and private infrastructure projects, such as highways, roads, bridges,",50,Needs confirmation
AAOI,"Applied Optoelectronics, Inc.",Technology,Communication Equipment,140.7,13.27,12319075,1.73B,1.04,112.06,138.33,92.41,63.4,9.09,11.30B,22.3,29.52,51.4%,N/A,29.6%,-8.6%,12.9%,2.3 - Buy,3,3,0,57.5,150.3,220.0,6.8%,"Applied Optoelectronics, Inc. engages in the design, manufacture, and sale of fiber-optic networking products in the United States, Taiwan, and China. The company offers optical modules, optical filters, lasers, laser components, subassemblies, transmitters and transceivers, turn-key equipment, headend, node, and distr",50,Needs confirmation
DV,"DoubleVerify Holdings, Inc.",Communication Services,Advertising Agencies,13.26,13.24,19251748,255.28M,6.24,11.81,10.97,10.6,65.2,3.27,2.03B,2.66,11.16,9.6%,298.7%,82.2%,8.6%,9.2%,2.3 - Buy,10,6,1,8.0,12.92,15.0,-2.6%,"DoubleVerify Holdings, Inc. provides media effectiveness platforms in the United States. The company offers DV Authentic Ad, a metric of digital media quality, which evaluates the existence of fraud, brand suitability, viewability and geography for each digital ad; DV Authentic Attention that provides data to drive cam",50,Needs confirmation
CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities,34.53,13.06,201723,6.97M,0.21,31.69,29.61,23.72,68.5,2.98,4.42B,1.98,20.43,13.7%,29.4%,28.7%,17.0%,4.7%,1.2 - Strong Buy,9,0,0,28.0,34.0,37.0,-1.5%,"Concentra Group Holdings Parent, Inc. provides occupational health services in the United States. The company operates in three segments: Occupational Health centers, Onsite health clinics, and Other business. It offers occupational health services, including workers compensation, employer, and consumer health services",45,Needs confirmation
CART,Maplebear Inc.,Consumer Cyclical,Internet Retail,50.49,12.14,4648423,234.72M,1.13,45.86,44.77,41.14,61.6,3.26,11.87B,3.07,10.65,13.6%,53.5%,73.1%,18.0%,11.2%,2.0 - Buy,18,12,1,37.0,52.52,77.0,4.0%,"Maplebear Inc., doing business as Instacart, operates as a technology and enablement partner for the grocery industry in the United States and internationally. The company offers Instacart Marketplace which helps retailers serve customers' needs by supporting fulfillment options, shopping occasions, and categories; Ins",45,Needs confirmation
TEAM,Atlassian Corporation,Technology,Software - Application,149.5,35.7,8524449,1.27B,1.72,111.3,93.71,108.05,75.5,4.33,37.94B,6.13,24.47,31.7%,N/A,84.8%,9.4%,11.1%,1.5 - Buy,26,6,0,95.0,153.77,480.0,2.9%,"Atlassian Corporation provides a collaboration software that enables organizations to connect all teams through a system of work that unlocks productivity at scale worldwide. Its product portfolio includes Jira, a project management platform for planning, tracking, and managing work; Confluence, a connected workspace t",35,Speculative / news-only
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,175.94,16.02,6143464,1.08B,1.62,154.64,143.46,133.33,78.7,2.59,104.34B,8.25,29.11,17.9%,6.0%,82.9%,3.2%,3.4%,2.2 - Buy,23,20,2,115.0,160.75,195.0,-8.6%,"Airbnb, Inc., together with its subsidiaries, operates a platform for stays, experiences, and services worldwide. The company's marketplace connects hosts and guests online or through mobile devices to book spaces, experiences, and services. It also offers gift cards. The company was formerly known as AirBed & Breakfas",35,Speculative / news-only
APPN,Appian Corporation,Technology,Software - Infrastructure,35.17,15.65,411248,14.46M,0.45,29.23,24.76,28.07,71.0,6.05,2.58B,3.25,24.81,19.1%,N/A,72.4%,0.6%,15.1%,2.9 - Hold,1,5,1,26.0,32.4,40.0,-7.9%,"Appian Corporation operates as a software company in the United States, Australia, Canada, France, Germany, India, Italy, Japan, Mexico, the Netherlands, Portugal, Singapore, Spain, Sweden, Switzerland, the United Kingdom, and internationally. The company offers The Appian Platform, an integrated automation platform th",35,Speculative / news-only
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,98.24,14.55,2660572,261.37M,1.4,85.28,76.11,70.35,90.7,2.75,11.65B,7.72,9.64,42.2%,31.2%,76.7%,49.0%,14.5%,N/A,6,3,0,70.0,88.22,105.0,-10.2%,"Halozyme Therapeutics, Inc., a biopharmaceutical company, researches, develops, and commercializes of proprietary enzymes and devices in the United States, Switzerland, Belgium, Japan, and internationally. The company's products are based on the patented recombinant human hyaluronidase enzyme (rHuPH20) that enables del",35,Speculative / news-only
FIVN,"Five9, Inc.",Technology,Software - Infrastructure,33.6,18.43,2852103,95.83M,0.91,29.08,24.02,20.17,70.8,5.9,2.57B,2.19,8.83,9.2%,2669.0%,55.5%,6.1%,10.3%,1.8 - Buy,14,7,0,20.0,29.35,47.0,-12.6%,"Five9, Inc., together with its subsidiaries, provides intelligent cloud software for contact centers in the United States and internationally. It offers CX platform that delivers a suite of applications, which enables the breadth of customer service, sales, and marketing functions. The company's platform comprises AI a",30,Speculative / news-only
FLR,Fluor Corporation,Industrials,Engineering & Construction,55.34,13.52,1554109,86.00M,0.57,50.41,50.54,47.17,62.0,3.8,7.73B,0.51,16.91,-8.0%,N/A,-1.6%,-1.2%,9.5%,2.1 - Buy,4,5,0,40.0,52.44,64.0,-5.2%,"Fluor Corporation provides engineering, procurement, and construction (EPC); fabrication and modularization; and project management services worldwide. The company operates through three segments: Urban Solutions, Energy Solutions, and Mission Solutions. The Urban Solutions segment offers EPC and project management ser",30,Speculative / news-only
GRDN,"Guardian Pharmacy Services, Inc.",Healthcare,Medical Care Facilities,44.7,13.25,159866,7.15M,0.4,40.97,40.81,34.83,65.7,4.01,2.83B,1.94,32.91,2.2%,39.0%,20.9%,6.2%,7.5%,1.2 - Strong Buy,6,0,0,43.0,47.0,50.0,5.1%,"Guardian Pharmacy Services, Inc., a pharmacy service company, provides a suite of technology-enabled services to help residents of long-term health care facilities (LTCFs) in the United States. The company's individualized clinical, drug dispensing, and administration capabilities are used to serve the needs of residen",30,Speculative / news-only
TILE,"Interface, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",39.91,13.7,208035,8.30M,0.38,35.17,32.94,29.58,86.5,2.62,2.32B,1.63,17.02,11.3%,81.8%,38.9%,9.5%,10.8%,1.3 - Strong Buy,3,0,0,36.0,40.5,50.0,1.5%,"Interface, Inc. designs, produces, and sells modular carpet products in the United States, Canada, Latin America, Europe, Africa, Asia, and Australia. The company offers modular carpets; luxury vinyl tiles; modular resilient flooring products; rubber flooring; and carpet tiles used in commercial interiors, include offi",15,Speculative / news-only
ZD,"Ziff Davis, Inc.",Communication Services,Advertising Agencies,57.89,13.62,394268,22.82M,0.63,53.85,50.14,40.92,58.0,3.43,2.13B,1.47,10.25,-1.9%,4.4%,85.4%,1.1%,18.2%,N/A,3,2,0,30.0,49.4,61.0,-14.7%,"Ziff Davis, Inc., together with its subsidiaries, operates as a digital media and internet company in the United States and internationally. It offers online resources for laboratory-based product reviews, technology news, buying guides, and research papers under the PCMag and CNET brands; Mashable for publishing techn",15,Speculative / news-only
ICUI,"ICU Medical, Inc.",Healthcare,Medical Instruments & Supplies,186.6,12.16,201708,37.64M,0.64,170.96,151.25,140.58,77.6,2.8,4.66B,2.16,19.63,-12.3%,N/A,37.9%,5.7%,8.8%,N/A,7,1,0,165.0,182.5,200.0,-2.2%,"ICU Medical, Inc., together with its subsidiaries, develops, manufactures, and sells medical products used in infusion therapy, vascular access, and vital care applications worldwide. It offers Clave needlefree products under the MicroClave, MicroClave Clear, and NanoClave brands; Neutron catheter patency devices; Chem",0,Speculative / news-only
