Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,37.62,11.76,8232803,309.72M,2.46,34.76,35.12,25.8,53.1,5.48,4.15B,3.98,17.22,8.6%,N/A,78.1%,4.8%,11.2%,2.4 - Buy,9,13,1,23.0,35.35,50.0,-6.0%,"Tenable Holdings, Inc. provides cyber exposure management solutions in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. Its platforms include Tenable AI Exposure, a solution that helps organizations identify, assess, and reduce security risks associated with the use of artificial intelligence",50,Needs confirmation
BB,BlackBerry Limited,Technology,Software - Infrastructure,8.65,11.04,14144783,122.35M,0.53,8.12,9.37,5.89,44.6,3.91,5.07B,8.74,37.84,25.6%,216.3%,77.1%,10.3%,6.3%,N/A,2,4,2,5.2,9.71,13.0,12.3%,"BlackBerry Limited provides intelligent software and services to enterprises and governments worldwide. The company operates through three segments: Secure Communications, QNX, and Licensing. The company offers BlackBerry Dynamics, a development platform and secure container for mobile applications; BlackBerry Workspac",50,Needs confirmation
KVYO,"Klaviyo, Inc.",Technology,Software - Application,19.61,10.23,7769884,152.37M,1.33,18.21,17.05,20.66,64.6,5.74,5.58B,4.02,18.54,26.4%,N/A,73.8%,-4.0%,20.7%,N/A,20,2,0,19.0,26.65,36.0,35.9%,"Klaviyo, Inc. provides a cloud-based software-as-a-service platform in the United States, rest of the Americas, the Asia-Pacific, the United Kingdom, rest of Europe, the Middle East, and Africa. The company offers Klaviyo business-to-consumer (B2C) CRM, a unified platform that combines marketing, service, and analytics",50,Needs confirmation
TEAM,Atlassian Corporation,Technology,Software - Application,185.62,10.18,6064384,1.13B,1.23,171.98,112.76,108.17,76.6,4.69,46.99B,7.15,27.5,27.6%,N/A,85.6%,12.3%,7.4%,1.5 - Strong Buy,28,5,0,107.98,189.61,480.0,2.2%,"Atlassian Corporation provides a collaboration software that enables organizations to connect all teams through a system of work that unlocks productivity at scale worldwide. The company's product portfolio includes Jira, Confluence, Loom, Jira Service Management, Rovo, Bitbucket, Compass, Jira Product Discovery, Focus",50,Needs confirmation
NOW,"ServiceNow, Inc.",Technology,Software - Application,138.43,10.04,27707048,3.84B,1.12,128.02,111.09,119.41,64.8,3.94,143.12B,9.71,27.66,24.0%,-21.9%,74.8%,4.1%,2.8%,1.4 - Strong Buy,45,2,2,72.0,142.23,248.0,2.7%,"ServiceNow, Inc. provides cloud-based solution for digital workflows in the North America, Brazil, Europe, the Middle East and Africa, Asia Pacific, and internationally. The company provides asset management, integrated risk management, IT service management, Operational Technology management, Security Operations, stra",50,Needs confirmation
SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,15.21,10.78,12046731,183.23M,1.39,14.15,12.23,6.44,66.8,7.86,3.07B,N/A,-152.1,N/A,N/A,0.0%,0.0%,28.0%,1.5 - Strong Buy,2,0,0,30.0,32.5,35.0,113.7%,"SELLAS Life Sciences Group, Inc., a late-stage clinical biopharmaceutical company, focuses on the development of novel therapeutics for various cancer indications in the United States. The company's lead product candidate is galinpepimut-S (GPS), a peptide immunotherapy directed against the Wilms tumor 1, antigen; and ",45,Needs confirmation
FIG,"Figma, Inc.",Technology,Software - Application,30.62,13.28,27511908,842.41M,1.32,27.45,23.22,26.38,75.2,5.5,16.32B,12.74,86.05,48.2%,N/A,79.1%,-31.7%,21.2%,2.4 - Buy,5,9,0,25.0,30.8,37.0,0.6%,"Figma, Inc. develops and sells a collaborative, browser-based platform for designing, prototyping, building digital experiences, and subscriptions for access to its platform. The company offers Figma Design, a collaborative design tool for teams that explore ideas and gather feedback, build realistic prototypes, and st",35,Speculative / news-only
PURR,Hyperliquid Strategies Inc.,Financial Services,Capital Markets,12.83,10.99,42218957,541.67M,2.78,10.52,7.84,N/A,90.7,6.85,2.57B,N/A,-56.6,N/A,N/A,0.0%,7380.6%,N/A,N/A,3,0,0,9.75,13.05,18.4,1.7%,"Hyperliquid Strategies Inc. operates as a digital asset treasury company focused on the blockchain and cryptocurrency sector. The company provides investors exposure to the HYPE token through treasury management strategies, such as token accumulation, staking, and yield optimization within the Hyperliquid ecosystem. Th",35,Speculative / news-only
SRPT,"Sarepta Therapeutics, Inc.",Healthcare,Biotechnology,21.59,10.95,7911385,170.81M,2.42,19.23,17.61,19.06,76.8,5.0,2.28B,1.16,8.4,-34.3%,N/A,-17.3%,13.0%,30.7%,2.7 - Hold,8,11,5,5.0,22.09,38.0,2.3%,"Sarepta Therapeutics, Inc., a commercial-stage biopharmaceutical company, focuses on the discovery and development of RNA-targeted therapeutics, siRNA platform, gene therapy, and other genetic therapeutic modalities for the treatment of rare diseases. It offers EXONDYS 51 for the treatment of Duchenne in patients who h",35,Speculative / news-only
BRZE,"Braze, Inc.",Technology,Software - Application,34.09,10.65,3149060,107.35M,1.19,31.08,25.48,24.58,75.5,4.76,3.84B,4.88,35.18,30.2%,N/A,66.5%,-13.0%,13.7%,1.3 - Strong Buy,21,0,0,27.0,35.25,50.0,3.4%,"Braze, Inc. operates a customer engagement platform that provides interactions between consumers and brands worldwide. It offers Braze software development kits that automatically manage data ingestion and deliver mobile and web notifications, in-application/in-browser interstitial messages, and content cards; REST API",35,Speculative / news-only
MSTR,Strategy Inc,Technology,Software - Application,137.4,11.54,43908722,6.03B,1.93,117.31,100.02,141.6,75.4,4.86,54.59B,109.54,2.78,6.9%,N/A,67.6%,-6808.1%,8.5%,1.3 - Strong Buy,14,1,0,125.0,225.14,435.0,63.9%,"Strategy Inc, together with its subsidiaries, operates as a bitcoin treasury company in the United States, Europe, the Middle East, Africa, and internationally. It offers investors varying degrees of economic exposure to Bitcoin by offering a range of securities, including equity and fixed income instruments. The compa",30,Speculative / news-only
MAAS,Maase Inc.,Financial Services,Asset Management,16.54,11.83,126438,2.09M,0.89,15.68,16.92,9.34,41.2,10.27,7.31B,1104.6,N/A,N/A,N/A,25.6%,-599.1%,0.1%,N/A,0,0,0,N/A,N/A,N/A,N/A,"Maase Inc. operates as an integrated provider and operator of an artificial intelligence (AI) -centric full-scene digital systems. The company focuses on areas of flexible energy deployment and intelligent commercial network operation, and provide closed-loop solutions from computing infrastructure, smart hardware an",0,Speculative / news-only
