Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
LASR,"nLIGHT, Inc.",Technology,Semiconductors,75.19,28.14,2549628,191.71M,2.04,65.38,70.25,51.82,61.4,7.61,4.24B,14.63,111.3,55.2%,N/A,31.3%,-0.5%,4.5%,N/A,8,1,0,80.0,86.43,100.0,14.9%,"nLIGHT, Inc. engages in the design, development, manufacture, and sale of semiconductor and fiber lasers for aerospace and defense, industrial, and microfabrication applications. It operates through two segments, Laser Products and Advanced Development. The company offers semiconductor lasers with various ranges of pow",70,Watchlist candidate
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,90.18,15.13,9497724,856.48M,2.92,77.8,69.36,68.99,94.5,3.34,17.66B,30.45,167.39,66.8%,N/A,95.1%,-54.5%,14.5%,1.4 - Strong Buy,21,2,0,76.0,102.47,157.0,13.6%,"BridgeBio Pharma, Inc., a biopharmaceutical company, discovers, develops, and delivers medicines for patients with genetic diseases. The company offers Attruby, a next-generation oral small molecule near-complete TTR stabilizer for the treatment of cardiomyopathy of wild-type or transthyretin-mediated amyloidosis (ATTR",70,Watchlist candidate
PENG,"Penguin Solutions, Inc.",Technology,Information Technology Services,88.5,12.78,4958395,438.79M,1.49,71.45,56.0,29.84,67.3,9.64,4.53B,3.02,26.46,47.6%,1579.4%,27.9%,10.8%,28.7%,1.6 - Buy,6,1,0,27.0,51.57,75.0,-41.7%,"Penguin Solutions, Inc. designs, builds, deploys and manages enterprise solutions worldwide. The company operates through three segments: Advanced Computing, Integrated Memory, and Optimized LED. It offers hardware, software, and services focusing on technical computing for core and cloud environments through computing",65,Needs confirmation
ALGM,"Allegro MicroSystems, Inc.",Technology,Semiconductors,57.7,12.12,1201335,69.32M,0.42,58.99,50.94,36.56,53.2,8.64,10.75B,12.08,38.79,26.1%,N/A,46.5%,10.4%,13.7%,1.3 - Strong Buy,11,0,0,48.0,56.91,70.0,-1.4%,"Allegro MicroSystems, Inc., together with its subsidiaries, designs, develops, manufactures, and markets sensor integrated circuits (ICs) and application-specific power ICs for sensing, motion control, and power management functions of complex electromechanical or power conversion systems. Its products include magnetic",65,Needs confirmation
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,791.8,11.99,3103700,2.46B,0.54,771.0,887.43,554.2,42.3,7.54,61.60B,24.76,43.67,90.1%,N/A,40.8%,21.8%,13.2%,1.6 - Buy,20,5,0,600.0,1111.29,1400.0,40.3%,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa. It operates through two segments, Cloud & Networking and Industrial Tech. The Cloud & Networking segment offers optical and photonic chips, components, modules, and subsyst",65,Needs confirmation
CBRS,Cerebras Systems Inc.,Technology,Semiconductors,202.95,11.68,2795035,567.25M,0.33,202.07,N/A,N/A,47.5,10.91,45.23B,74.89,212.01,94.4%,N/A,40.3%,-7.8%,23.6%,1.5 - Strong Buy,10,1,0,209.0,291.09,340.0,43.4%,"Cerebras Systems Inc. operates as an artificial intelligence infrastructure company. It designs and manufactures an AI compute platform that comprises of proprietary systems and software that is delivered in racks for deployment in data centers up to supercomputer scale. The company's pioneering wafer-scale engine, a c",65,Needs confirmation
ONTO,Onto Innovation Inc.,Technology,Semiconductor Equipment & Materials,327.96,12.53,915080,300.11M,0.73,324.01,293.67,209.49,51.5,7.13,16.31B,15.83,32.98,9.5%,-48.5%,54.2%,16.8%,6.6%,1.2 - Strong Buy,10,0,0,330.0,369.6,450.0,12.7%,"Onto Innovation Inc. engages in the design, development, manufacture, and support of process control tools that perform macro-defect inspection and metrology in the United States, Taiwan, South Korea, Japan, China, Southeast Asia, Asia, and Europe. The company offers lithography systems and process control analytical s",60,Needs confirmation
ASX,"ASE Technology Holding Co., Ltd.",Technology,Semiconductors,44.45,11.31,4459293,198.19M,0.43,42.43,37.06,23.03,61.0,5.03,97.51B,0.15,22.31,17.2%,87.6%,18.5%,10.1%,0.6%,N/A,2,0,0,36.94,42.47,48.0,-4.4%,"ASE Technology Holding Co., Ltd., together with its subsidiaries, provides semiconductor manufacturing services in the United States, Taiwan, rest of Asia, Europe, and internationally. It operates through Packaging, Testing, and EMS. The company offers semiconductor packaging, interconnect materials production, front-e",50,Needs confirmation
MXL,"MaxLinear, Inc.",Technology,Semiconductors,95.78,11.3,1527656,146.31M,0.29,100.67,89.24,36.03,55.1,11.96,8.58B,16.85,51.07,43.0%,N/A,57.2%,-12.2%,4.8%,1.8 - Buy,7,4,0,40.0,68.36,125.0,-28.6%,"MaxLinear, Inc. provides communications systems-on-chip solutions in the United States, Asia, Europe, and internationally. Its products integrate various portions of a high-speed communication system, including radio frequency, high-performance analog, mixed-signal, digital signal processing, security engines, data com",50,Needs confirmation
ARM,Arm Holdings plc,Technology,Semiconductors,333.11,10.95,4218377,1.41B,0.38,325.85,306.8,180.47,32.6,8.48,355.69B,72.3,108.09,20.1%,47.9%,97.5%,29.5%,11.3%,1.9 - Buy,27,11,2,125.0,298.84,500.0,-10.3%,"Arm Holdings plc researches, develops, licenses, and markets central processing unit (CPU) intellectual property (IP), graphics processing unit IP, systems IP, compute subsystems (CSS), and associated software, tools and related services. The company provides a product portfolio, including CPU IP, GPU and neural proces",50,Needs confirmation
