Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
NAVN,"Navan, Inc.",Technology,Software - Application,21.23,11.53,3956508,83.98M,1.0,20.74,18.15,N/A,53.3,8.2,5.40B,7.06,64.51,39.9%,N/A,72.1%,-6.9%,17.1%,1.3 - Strong Buy,15,0,0,25.0,29.4,38.0,38.5%,"Navan, Inc. operates an AI-powered software platform to simplify the travel and expense experience, benefiting users, customers, and suppliers. The company offers AI-powered travel, payments, and expense management solutions to streamline the travel lifecycle, from booking and policy enforcement to payment processing, ",65,Needs confirmation
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,107.35,11.0,36415521,3.91B,1.21,92.85,82.12,102.77,68.0,6.35,96.69B,20.96,37.77,15.1%,2.7%,92.2%,38.5%,4.4%,1.9 - Buy,20,4,3,52.0,101.15,155.0,-5.8%,"Robinhood Markets, Inc. operates financial services platform in the United States. The company's platform allows users to invest in stocks, exchange-traded funds (ETFs), and American depository receipts. It offers fractional trading, recurring investments, access to investing on margin, fully-paid securities lending, c",65,Needs confirmation
QURE,uniQure N.V.,Healthcare,Biotechnology,47.01,74.18,13175496,619.38M,7.54,29.57,23.49,27.38,81.3,4.65,2.96B,163.86,-16.65,127.3%,N/A,0.0%,-1321.1%,17.9%,1.7 - Buy,9,4,0,13.87,39.03,94.1,-17.0%,"uniQure N.V. develops treatments for patients suffering from rare and other devastating diseases in the United States. The company offers HEMGENIX that allows people living with hemophilia B to produce factor IX, which can lower the risk of bleeding. Its lead product candidate is AMT-130, a gene therapy candidate, whic",55,Needs confirmation
EOSE,"Eos Energy Enterprises, Inc.",Industrials,Electrical Equipment & Parts,7.91,16.15,26857263,212.44M,1.05,6.55,7.21,10.69,42.4,9.26,2.69B,16.73,-166.95,444.7%,3262.1%,-101.9%,-139.1%,30.8%,2.5 - Buy,3,7,0,5.0,9.62,18.0,21.7%,"Eos Energy Enterprises, Inc. designs, develops, manufactures, and markets energy storage solutions for utility-scale, microgrid, and commercial and industrial applications in the United States. The company offers Znyth technology battery energy storage system (BESS), which provides operating flexibility to manage incre",50,Needs confirmation
BHVN,Biohaven Ltd.,Healthcare,Biotechnology,13.57,12.24,4183310,56.77M,1.74,11.72,10.19,11.58,72.3,6.86,2.05B,N/A,-6.96,N/A,N/A,0.0%,0.0%,21.5%,1.7 - Buy,14,5,0,9.0,21.71,50.0,60.0%,"Biohaven Ltd., a biopharmaceutical company, focuses on the discovery, development, and commercialization of treatments for immunology, neuroscience, and oncology therapeutic areas worldwide. It develops BHV-1300, which is in Phase 2 clinical trial to treat Graves' disease and rheumatoid arthritis; BHV-1400 that is in P",45,Needs confirmation
NTLA,"Intellia Therapeutics, Inc.",Healthcare,Biotechnology,16.16,11.04,7494514,121.11M,1.23,13.58,13.74,13.45,61.4,8.14,2.26B,34.16,-8.97,-9.5%,N/A,0.0%,-668.1%,43.8%,2.1 - Buy,12,8,2,8.0,26.63,95.0,64.8%,"Intellia Therapeutics, Inc. operates as a clinical-stage genome editing company focused on developing potentially curative therapeutics using CRISPR/Cas9-based technologies. The company offers clustered, regularly interspaced short palindromic repeats (CRISPR)/CRISPR associated 9 (Cas9) technology for genome editin",45,Needs confirmation
RARE,Ultragenyx Pharmaceutical Inc.,Healthcare,Biotechnology,27.55,10.87,1136977,31.32M,0.62,24.18,24.25,27.06,66.3,4.46,2.71B,4.05,28.54,-2.2%,N/A,-28.1%,-102.2%,15.4%,1.5 - Strong Buy,17,2,0,25.0,52.05,96.0,88.9%,"Ultragenyx Pharmaceutical Inc., a biopharmaceutical company, focuses on the identification, acquisition, development, and commercialization of novel products for the treatment of rare and ultra-rare genetic diseases in North America, Latin America, Europe, the Middle East, Africa, and the Asia-Pacific. Its biologic pro",45,Needs confirmation
BRAI,Braiin Limited,Technology,Computer Hardware,9.72,29.77,1086525,10.56M,5.04,7.72,7.87,N/A,30.3,16.06,2.00B,N/A,N/A,N/A,N/A,0.0%,0.0%,0.6%,2.0 - Buy,1,0,0,10.0,10.0,10.0,2.9%,"Braiin Limited operates as an agriculture and analytics services company that provides solutions to improve farming productivity using IoTs, Wireless Connectivity, Robotics, Software, and AI/ML in Australia and New Zealand. The company was incorporated in 2022 and is based in Subiaco, Australia. As of March 20, 2023, B",35,Speculative / news-only
TE,T1 Energy Inc.,Industrials,Electrical Equipment & Parts,9.65,11.88,22007590,212.48M,0.77,8.69,7.04,5.7,43.7,13.09,2.70B,3.07,25.41,232.3%,N/A,7.6%,-12.7%,20.0%,1.4 - Strong Buy,6,1,0,8.0,10.07,16.0,4.3%,"T1 Energy Inc. provides energy solutions for solar modules and cells in the United States, Norway and internationally. It manufactures and sells photovoltaic solar modules. The company was formerly known as FREYR Battery, Inc. and changed its name to T1 Energy Inc. in February 2025. T1 Energy Inc. is headquartered in A",35,Speculative / news-only
FRMI,Fermi Inc.,Real Estate,REIT - Specialty,8.89,12.88,19174177,170.55M,1.1,7.07,5.99,N/A,71.2,7.31,5.68B,N/A,24.37,N/A,N/A,0.0%,0.0%,9.0%,N/A,6,2,0,6.0,20.5,35.0,130.5%,"Fermi Inc. engages in the development of private power campus for AI-centric customers in the United States. The company also develops, owns, and leases grid-independent energy generation and high-performance computing campuses; develops and operates integrated power generation and computing infrastructure. It also eng",30,Speculative / news-only
KOD,Kodiak Sciences Inc.,Healthcare,Biotechnology,36.47,10.72,258133,9.41M,0.24,32.95,39.12,26.24,50.9,7.42,2.28B,N/A,-11.7,N/A,N/A,0.0%,0.0%,26.2%,N/A,7,0,0,56.0,62.67,80.0,71.8%,"Kodiak Sciences Inc., a clinical stage biopharmaceutical company, engages in the research, development, and commercialization of therapeutics to treat retinal diseases. Its lead product candidate is tarcocimab tedromer (KSI-301), an anti-vascular endothelial growth factor (VEGF) antibody biopolymer that has complete Ph",30,Speculative / news-only
AEHR,"Aehr Test Systems, Inc.",Technology,Semiconductor Equipment & Materials,115.99,10.65,1178611,136.71M,0.4,103.92,93.5,44.8,58.0,11.12,3.65B,80.6,773.13,-43.7%,N/A,30.7%,-41.0%,13.8%,1.5 - Strong Buy,3,1,0,56.0,63.67,68.0,-45.1%,"Aehr Test Systems, Inc. provides test solutions for testing, burning-in, and semiconductor devices in wafer level, singulated die, package part form, and installed systems in the United States, Asia, and Europe. Its product portfolio includes FOX-XP and FOX-NP systems that are full wafer contact and singulated die/modu",30,Speculative / news-only
USAR,"USA Rare Earth, Inc.",Basic Materials,Other Industrial Metals & Mining,24.05,10.63,10162839,244.42M,0.6,22.1,23.53,19.82,40.0,9.49,5.89B,801.9,721.9,N/A,N/A,4.1%,-643.6%,12.6%,1.1 - Strong Buy,8,0,0,32.0,39.5,45.0,64.2%,"USA Rare Earth, Inc. engages in mining, processing, and supplying rare earths and other critical minerals in the United States, Europe, and Asia. It primarily explores neodymium, dysprosium, terbium, yttrium, gallium, hafnium, praseodymium, samarium, and other critical minerals. The company holds interests in the Round",30,Speculative / news-only
QNT,Quantinuum Inc.,Technology,Software - Application,64.19,15.8,2074210,133.14M,0.29,56.75,N/A,N/A,N/A,N/A,2.01B,117.84,N/A,-72.6%,N/A,74.4%,-1473.2%,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,"Quantinuum Inc. manufactures and develops quantum computing hardware and software in United States and Internationally. The company develops a quantum computing platform that offers solutions, such as hardware platforms, developer tools, application libraries, and solution-targeted intellectual property. Its integrated",0,Speculative / news-only
