Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
NAVN,"Navan, Inc.",Technology,Software - Application,23.37,11.97,10065342,235.22M,2.89,21.86,17.56,N/A,71.2,6.25,5.90B,7.72,99.82,33.7%,N/A,72.1%,-8.2%,17.1%,1.3 - Strong Buy,15,0,0,18.0,24.27,31.0,3.8%,"Navan, Inc. operates an AI-powered software platform to simplify the travel and expense experience, benefiting users, customers, and suppliers. The company offers AI-powered travel, payments, and expense management solutions to streamline the travel lifecycle, from booking and policy enforcement to payment processing, ",70,Watchlist candidate
TEO,Telecom Argentina S.A.,Communication Services,Telecom Services,15.82,11.17,1199680,18.98M,3.07,13.88,12.34,11.04,77.2,5.0,6.81B,0.0,14.57,30.5%,439.1%,75.7%,12.5%,0.4%,2.4 - Buy,3,1,1,9.2,14.64,19.0,-7.5%,"Telecom Argentina S.A., together with its subsidiaries, provides telecommunications services in Argentina, Paraguay, Uruguay, Chile and the United States. The company offers mobile telecommunications services, including voice communications, high-speed mobile internet content and applications download, online streaming",70,Watchlist candidate
FLY,Firefly Aerospace Inc.,Industrials,Aerospace & Defense,38.2,14.32,5230373,199.83M,0.68,37.73,39.4,30.03,45.3,14.31,6.27B,33.94,-29.33,44.8%,N/A,24.8%,-115.9%,12.1%,1.8 - Buy,6,3,0,35.0,48.0,65.0,25.6%,"Firefly Aerospace Inc. operates as a space and defense technology company and provides mission solutions for national security, government, and commercial customers in United States. The company offers integrated launch and space services technology that is committed to enabling launch, transit, and operations in space",65,Needs confirmation
LUNR,"Intuitive Machines, Inc.",Industrials,Aerospace & Defense,30.05,13.24,9454120,284.10M,0.62,31.27,29.52,17.86,45.3,15.97,4.82B,14.42,-250.42,198.7%,N/A,9.7%,-10.3%,26.5%,1.6 - Buy,7,1,1,11.0,40.78,75.0,35.7%,"Intuitive Machines, Inc. operates as a space infrastructure and services company in the United States. The company provides delivery services for the transportation and delivery of payloads, such as satellites, scientific instruments, and cargo to various destinations in space, rideshare delivery, and lunar surface acc",65,Needs confirmation
CPNG,"Coupang, Inc.",Consumer Cyclical,Internet Retail,16.81,11.18,45196799,759.76M,2.05,15.98,18.15,23.52,56.8,4.76,30.17B,0.86,61.35,7.5%,N/A,28.8%,-2.8%,5.5%,1.9 - Buy,12,4,1,12.0,26.29,36.0,56.4%,"Coupang, Inc., together with its subsidiaries, owns and operates retail business through its mobile applications and internet websites in South Korea and internationally. It operates through Product Commerce and Developing Offerings segments. The Product Commerce segment includes Korean retail and marketplace offerings",65,Needs confirmation
BBAR,Banco BBVA Argentina S.A.,Financial Services,Banks - Regional,19.63,11.11,909144,17.85M,1.35,18.06,16.0,14.92,67.5,5.16,4.01B,0.0,16.52,0.8%,-24.6%,0.0%,14.4%,4.8%,1.5 - Strong Buy,4,0,0,20.0,24.67,29.0,25.7%,"Banco BBVA Argentina S.A. provides banking products and services in Argentina. The company offers retail banking products and services, such as checking and savings accounts, time deposits, credit card financing, consumer and pledge loans, mortgages, insurance, and investment products to individuals; and financing prod",60,Needs confirmation
IDCC,"InterDigital, Inc.",Technology,Software - Application,279.66,10.16,606788,169.69M,1.42,260.45,300.73,331.2,58.7,3.4,7.23B,8.72,24.87,-2.4%,-38.0%,84.7%,40.0%,11.8%,1.0 - Strong Buy,4,0,0,425.0,462.67,488.0,65.4%,"InterDigital, Inc. operates as a global research and development company focuses on wireless, visual, artificial intelligence (AI), and related technologies. The company engages in the design and development of technologies that enable connected in a range of communications and entertainment products and services, whic",60,Needs confirmation
RDW,Redwire Corporation,Industrials,Aerospace & Defense,16.38,10.12,40285103,659.67M,1.14,18.08,13.26,9.73,51.8,16.21,3.26B,8.78,-39.94,57.9%,N/A,12.9%,-71.8%,22.4%,1.7 - Buy,7,2,1,7.0,15.67,24.0,-4.3%,"Redwire Corporation provides critical space solutions and space infrastructure for government and commercial customers in the United States, Europe, and internationally. It operates in two segments Space and Defense Tech. The company offers sensors and avionics systems, including star trackers and sun sensors, which ar",50,Needs confirmation
GGAL,Grupo Financiero Galicia S.A.,Financial Services,Banks - Regional,54.6,10.04,2466531,134.67M,2.1,49.67,45.71,45.36,77.1,3.88,9.25B,0.0,8.22,-14.7%,-65.8%,0.0%,1.8%,23.5%,2.0 - Buy,7,3,0,44.0,67.16,103.0,23.0%,"Grupo Financiero Galicia S.A., a financial service holding company, provides various financial products and services to individuals and companies in Argentina. The company operates through Bank, Naranja X, Insurance, and Other Businesses segments. It offers savings, checking, and time deposits; and credit and debit car",50,Needs confirmation
ESLT,Elbit Systems Ltd.,Industrials,Aerospace & Defense,903.35,10.3,108449,97.97M,0.8,841.29,844.37,667.99,68.4,3.0,42.31B,5.14,50.01,15.5%,42.1%,24.7%,9.4%,0.4%,2.7 - Hold,1,5,0,518.0,880.17,1075.0,-2.6%,"Elbit Systems Ltd., together with its subsidiaries, develops and supplies defense and homeland security arenas products and services in Israel, North America, Europe, the Asia-Pacific, Latin America, and internationally. The company operates through five segments: Aerospace; C4I and Cyber; Intelligence, Surveillance, T",35,Speculative / news-only
VOYG,"Voyager Technologies, Inc.",Industrials,Aerospace & Defense,47.45,14.95,2519901,119.57M,1.23,44.35,34.61,29.82,58.3,10.47,2.81B,16.82,-34.39,2.1%,N/A,13.6%,-126.7%,18.6%,1.7 - Buy,8,1,1,21.0,43.7,60.0,-7.9%,"Voyager Technologies, Inc. operates as a defense technology and space solutions company in the United States, Europe, the Middle East, and internationally. It operates through three segments: Defense & National Security, Space Solutions, and Starlab Space Stations. The Defense & National Security segment provides defen",30,Speculative / news-only
YSS,"York Space Systems, Inc.",Industrials,Aerospace & Defense,31.68,14.7,1015448,32.17M,0.43,29.64,31.78,N/A,56.8,11.21,4.11B,10.37,59.35,9.5%,N/A,18.4%,-89.9%,10.2%,1.8 - Buy,7,2,0,26.0,34.67,45.0,9.4%,"York Space Systems, Inc. operates as a space and defense prime providing a comprehensive suite of mission-critical solutions for national security, government and commercial customers in the United States. It provides space and defense primes with proprietary hardware and software capabilities designed to address custo",30,Speculative / news-only
