Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
RGTI,"Rigetti Computing, Inc.",Technology,Computer Hardware,26.42,19.87,204233224,5.40B,6.07,19.18,16.92,23.11,68.9,7.77,8.78B,876.79,-129.94,198.9%,-22.3%,30.0%,-589.8%,15.2%,1.8 - Buy,9,3,1,15.91,29.24,40.0,10.7%,"Rigetti Computing, Inc., through its subsidiaries, builds and operates quantum computers and the superconducting quantum processors the United States, the United Kingdom, rest of Europe, Asia, and internationally. The company offers quantum processing units (QPUs) and quantum computing systems to provide access to quan",85,Watchlist candidate
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,29.4,14.22,133923761,3.94B,4.39,21.95,18.59,22.98,66.8,7.72,10.89B,875.21,-77.66,-80.9%,N/A,66.3%,-1914.9%,16.1%,1.3 - Strong Buy,13,2,0,19.58,35.17,45.0,19.6%,"D-Wave Quantum Inc. engages in the development and delivery of quantum computing systems, software, and services worldwide. It provides Advantage and Advantage 2 quantum computers; Ocean, a suite of open-source tools; and Leap quantum cloud service, a cloud-based service that provides real-time access to quantum comput",65,Needs confirmation
INFQ,"Infleqtion, Inc.",Technology,Software - Infrastructure,16.35,11.22,65204876,1.07B,7.32,12.99,12.17,N/A,64.5,8.55,3.57B,106.11,-108.53,13.9%,N/A,31.0%,-354.9%,N/A,1.0 - Strong Buy,2,0,0,20.0,21.0,22.0,28.4%,"Infleqtion, Inc. engages in the development and commercialization of quantum technology products in the United States, Europe, and Asia. It delivers neutral atom solutions for quantum computing, networking, sensing, and security. The company offers quantum sensing, quantum computing and software; quantum clocks and qua",65,Needs confirmation
PTON,"Peloton Interactive, Inc.",Consumer Cyclical,Leisure,5.71,10.23,34904214,199.30M,2.6,5.29,4.83,6.21,64.2,5.31,2.47B,1.01,23.21,1.1%,N/A,52.0%,9.5%,13.2%,2.2 - Buy,9,11,1,4.0,8.03,20.0,40.7%,"Peloton Interactive, Inc. provides fitness and wellness products and services in North America and internationally. The company offers connected fitness products, such as the Peloton Bike, Peloton Bike+, Peloton Tread, Peloton Tread+, and Peloton Row. It also provides all-access, rental, and Peloton App memberships. In",65,Needs confirmation
DELL,Dell Technologies Inc.,Technology,Computer Hardware,295.19,16.77,15237483,4.50B,1.85,249.74,201.1,150.27,74.7,5.23,191.75B,1.69,19.75,39.5%,57.3%,20.1%,9.6%,7.7%,2.0 - Buy,18,7,2,138.0,212.22,300.0,-28.1%,"Dell Technologies Inc. designs, develops, manufactures, markets, sells, and supports various comprehensive and integrated solutions, products, and services in the Americas, Europe, the Middle East, Asia, and internationally. The company operates through Infrastructure Solutions Group (ISG) and Client Solutions Group (C",50,Needs confirmation
FLY,Firefly Aerospace Inc.,Industrials,Aerospace & Defense,49.5,15.49,8821802,436.68M,1.4,43.13,34.62,30.43,72.4,9.47,7.93B,42.9,-43.36,44.8%,N/A,24.8%,-115.9%,8.7%,1.8 - Buy,6,3,0,35.0,47.12,65.0,-4.8%,"Firefly Aerospace Inc. operates as a space and defense technology company and provides mission solutions for national security, government, and commercial customers. The company offers integrated launch and space services technology that is committed to enabling launch, transit, and operations in space. It also provide",50,Needs confirmation
CRDO,Credo Technology Group Holding Ltd,Technology,Semiconductors,218.41,12.94,8538584,1.86B,1.16,183.26,149.84,143.14,61.5,8.01,40.29B,37.72,39.6,201.5%,412.5%,67.8%,36.8%,5.8%,N/A,17,1,0,170.0,209.09,260.0,-4.3%,"Credo Technology Group Holding Ltd provides various high-speed connectivity solutions for optical and electrical Ethernet, and PCIe applications in the United States, Taiwan, Mainland China, Hong Kong, and internationally. It provides HiWire active electrical cables solutions, including HiWire CLOS, SPAN, SHIFT, and SW",50,Needs confirmation
NTAP,"NetApp, Inc.",Technology,Software - Infrastructure,139.36,12.44,6668173,929.28M,2.84,122.74,108.17,109.98,85.5,3.67,27.60B,4.11,16.33,4.4%,16.0%,70.5%,25.2%,12.6%,2.4 - Buy,8,11,1,88.0,117.6,137.0,-15.6%,"NetApp, Inc. provides a range of enterprise software, systems, and services that customers use to transform their data infrastructures in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Hybrid Cloud and Public Cloud. The company offers d",50,Needs confirmation
LUNR,"Intuitive Machines, Inc.",Industrials,Aerospace & Defense,38.26,11.74,14812325,566.72M,1.07,34.79,25.25,16.2,73.7,10.13,6.14B,18.37,-286.96,198.7%,N/A,9.7%,-10.3%,21.4%,1.6 - Buy,7,1,1,11.0,38.0,50.0,-0.7%,"Intuitive Machines, Inc. operates as a space infrastructure and services company in the United States. The company provides delivery services for the transportation and delivery of payloads, such as satellites, scientific instruments, and cargo to various destinations in space, rideshare delivery, and lunar surface acc",50,Needs confirmation
EL,The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,88.32,11.93,8104150,715.76M,1.78,80.6,78.11,93.54,60.2,3.55,31.95B,2.15,27.78,4.6%,-45.5%,74.7%,14.9%,3.5%,2.4 - Buy,11,13,1,70.0,95.43,125.0,8.1%,"The Estée Lauder Companies Inc. manufactures, markets, and sells skin care, makeup, fragrance, and hair care products worldwide. The company offers skin care products, including moisturizers, serums, cleansers, toners, eye care, body care, exfoliators, acne care and oil correctors, facial masks, and sun care products; ",45,Needs confirmation
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,47.25,12.05,8810277,416.29M,2.7,39.66,26.27,18.7,84.6,5.09,6.43B,2.01,30.65,17.3%,N/A,19.9%,2.4%,10.4%,2.7 - Hold,1,1,1,28.0,34.0,40.0,-28.0%,"Vishay Intertechnology, Inc. manufactures and sells discrete semiconductors and passive electronic components in the United States, Germany, rest of Europe, Israel, and Asia. The company operates through six segments: Metal Oxide Semiconductor Field Effect Transistors (MOSFETs), Diodes, Optoelectronic Components, Resis",40,Speculative / news-only
BB,BlackBerry Limited,Technology,Software - Infrastructure,7.91,18.95,56157873,444.21M,3.28,6.48,4.73,4.21,86.1,6.18,4.64B,8.44,39.27,10.1%,N/A,76.2%,17.4%,5.4%,3.0 - Hold,1,6,1,4.0,5.16,8.5,-34.7%,"BlackBerry Limited provides intelligent software and services to enterprises and governments worldwide. The company operates through three segments: Secure Communications, QNX, and Licensing. The company offers BlackBerry Dynamics, a development platform and secure container for mobile applications; BlackBerry Workspac",35,Speculative / news-only
AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,140.83,16.37,10207583,1.44B,0.84,118.24,79.52,30.04,65.2,11.99,9.21B,96.08,187.27,39.1%,N/A,21.3%,-5.9%,12.0%,N/A,3,2,0,73.0,87.75,95.0,-37.7%,"AXT, Inc. designs, develops, manufactures, and distributes compound and single element semiconductor substrates. The company provides indium phosphide for use in data center connectivity using light/lasers, high-speed data transfer in data centers, 5G communications, fiber optic lasers and detectors, consumer devices, ",35,Speculative / news-only
LION,Lionsgate Studios Corp.,N/A,N/A,14.95,15.8,10485604,156.76M,3.08,12.91,11.22,8.53,77.8,3.64,4.34B,N/A,42.96,N/A,N/A,N/A,N/A,N/A,1.9 - Buy,7,3,0,9.0,14.5,18.0,-3.0%,N/A,35,Speculative / news-only
HPQ,HP Inc.,Technology,Computer Hardware,25.24,15.25,45907332,1.16B,2.54,21.62,19.98,23.1,73.5,4.17,23.17B,0.41,8.48,6.9%,-1.7%,20.3%,6.2%,14.7%,3.1 - Hold,4,8,5,16.0,19.68,26.4,-22.0%,"HP Inc. provides personal computing, printing, 3D printing, hybrid work, gaming, and other related technologies in the United States and internationally. The company operates through three segments: Personal Systems, Printing, and Corporate Investments. The Personal Systems segment offers commercial and consumer deskto",35,Speculative / news-only
RDW,Redwire Corporation,Industrials,Aerospace & Defense,17.49,13.94,51568951,901.94M,1.93,14.37,10.4,9.01,88.7,9.5,3.48B,9.38,-42.66,57.9%,N/A,12.9%,-71.8%,16.7%,1.5 - Strong Buy,8,1,1,7.0,14.33,22.0,-18.0%,"Redwire Corporation provides critical space solutions and space infrastructure for government and commercial customers in the United States, Europe, and internationally. It operates in two segments Space and Defense Tech. The company offers sensors and avionics systems, including star trackers and sun sensors, which ar",35,Speculative / news-only
ATKR,Atkore Inc.,Industrials,Electrical Equipment & Parts,84.75,11.25,893101,75.69M,2.01,76.08,68.33,65.25,70.6,3.82,2.86B,1.0,13.92,4.2%,N/A,20.9%,5.5%,3.8%,N/A,1,3,0,82.0,84.33,86.0,-0.5%,"Atkore Inc. engages in the manufacture and sale of electrical, mechanical, safety, and infrastructure products and solutions in the United States and internationally. It operates through two segments, Electrical, and Safety & Infrastructure. The company offers metal electrical conduit and fittings; plastic pipe conduit",35,Speculative / news-only
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,37.58,10.63,28182448,1.06B,1.59,33.78,27.23,24.01,78.6,3.66,49.86B,1.4,13.75,18.4%,-30.3%,32.1%,7.6%,6.1%,2.2 - Buy,11,11,1,21.0,29.92,40.0,-20.4%,"Hewlett Packard Enterprise Company, together with its subsidiaries, develops intelligent solutions in the United States, the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and internationally. It operates in five segments: Server, Hybrid Cloud, Networking, Financial Services, and Corporate Investme",35,Speculative / news-only
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,105.86,10.01,30710495,3.25B,1.79,88.51,84.2,75.71,74.5,7.95,41.09B,483.74,-356.28,1952.2%,N/A,44.8%,-1014.0%,18.1%,2.6 - Hold,3,6,2,41.2,83.47,117.0,-21.2%,"AST SpaceMobile, Inc., together with its subsidiaries, designs and develops the constellation of BlueBird satellites in the United States. The company provides a cellular broadband network in space to be accessible directly by smartphones for commercial use and other applications, as well as for government use. Its Spa",35,Speculative / news-only
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,238.16,11.6,30375674,7.23B,1.65,208.51,156.56,160.55,71.0,7.34,251.02B,5.64,22.39,-3.5%,173.0%,54.8%,22.1%,5.3%,2.6 - Hold,12,22,5,100.0,177.81,300.0,-25.3%,QUALCOMM Incorporated engages in the development and commercialization of foundational technologies for the wireless industry worldwide. It operates through three segments: Qualcomm CDMA Technologies (QCT); Qualcomm Technology Licensing (QTL); and Qualcomm Strategic Initiatives (QSI). The QCT segment develops and suppl,30,Speculative / news-only
P,"Everpure, Inc.",Technology,Computer Hardware,87.2,10.38,4530287,395.04M,1.51,80.83,69.38,74.56,68.2,5.35,28.96B,7.91,30.62,N/A,N/A,70.4%,-18.5%,4.5%,1.9 - Buy,14,5,1,63.0,89.89,105.0,3.1%,"Everpure, Inc. provides data storage and management technologies, products, and services in the United States and internationally. Its Purity software is shared across its products and provides enterprise-class data services, such as always-on data reduction, data protection, and encryption, as well as storage protocol",30,Speculative / news-only
NVTS,Navitas Semiconductor Corporation,Technology,Semiconductors,29.25,19.98,51180816,1.50B,1.73,22.57,14.19,10.05,72.6,10.11,6.84B,168.81,-203.8,-38.7%,N/A,30.1%,-317.7%,20.4%,N/A,2,5,1,7.0,13.59,21.0,-53.5%,"Navitas Semiconductor Corporation designs, develops, and markets power semiconductors in the United States, Europe, China, rest of Asia, and internationally. The company offers gallium nitride power integrated circuits, silicon carbide power devices, silicon system controllers, and digital isolators for power conversio",15,Speculative / news-only
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,82.42,12.08,5338625,440.01M,1.39,71.84,61.34,66.25,66.9,4.79,12.40B,3.07,16.02,-1.0%,-44.9%,41.1%,7.7%,23.9%,2.8 - Hold,5,18,2,55.0,74.16,106.0,-10.0%,"Skyworks Solutions, Inc., together with its subsidiaries, develops, manufactures, and markets analog and mixed-signal semiconductor products and solutions in the United States, Taiwan, China, South Korea, Europe, the Middle East, Africa, and the Asia Pacific. The company offers amplifiers, antenna tuners, attenuators, ",15,Speculative / news-only
