Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
EDU,New Oriental Education & Technology Group Inc.,Consumer Defensive,Education & Training Services,57.45,13.1,510597,29.33M,0.84,50.24,47.7,53.84,86.1,2.36,9.58B,1.78,13.36,19.8%,60.0%,55.0%,12.7%,3.0%,1.6 - Buy,17,3,1,49.0,70.61,86.26,22.9%,New Oriental Education & Technology Group Inc. engages in the provision of private educational services under the New Oriental brand in the People's Republic of China. The company operates through four segments: Educational Services and Test Preparation Courses; Private Label Products and Livestreaming E-Commerce; Over,65,Needs confirmation
EXLS,"ExlService Holdings, Inc.",Technology,Information Technology Services,35.23,15.38,1789641,63.04M,0.68,28.74,28.14,34.18,74.6,3.35,5.38B,2.5,13.97,13.8%,7.5%,38.5%,16.0%,9.1%,1.6 - Buy,8,1,0,32.0,40.12,46.0,13.9%,"ExlService Holdings, Inc., operates as a data and artificial intelligence (AI) company in the North America, the United Kingdom, Europe, and internationally. The company operates through Insurance; Healthcare and Life Sciences; Banking, Capital Markets, and Diversified Industries; and International Growth Markets. It",60,Needs confirmation
GEHC,GE HealthCare Technologies Inc.,Healthcare,Medical Devices,71.1,10.9,6824060,485.19M,1.26,63.02,63.66,73.16,62.8,2.87,32.35B,1.54,13.26,7.4%,-30.9%,39.1%,11.1%,4.6%,1.7 - Buy,14,5,0,65.0,79.33,98.0,11.6%,"GE HealthCare Technologies Inc. engages in the development, manufacture, and marketing of products, services, and complementary digital solutions used in the diagnosis, treatment, and monitoring of patients in the United States, Canada, and internationally. The company operates through four segments: Imaging, Advanced ",60,Needs confirmation
CBZ,"CBIZ, Inc.",Industrials,Specialty Business Services,54.56,16.84,9527773,519.88M,12.07,43.47,35.08,39.44,85.7,3.21,2.93B,1.06,12.12,1.3%,37.7%,15.5%,25.6%,8.4%,2.0 - Buy,4,2,0,42.0,44.4,46.0,-18.6%,"CBIZ, Inc. provides financial, insurance, and advisory services in the United States and Canada. It operates through Financial Services, Benefits and Insurance Services, and National Practices segments. The Financial Services segment offers accounting and tax, financial advisory, national technology, and government hea",50,Needs confirmation
MBIN,Merchants Bancorp,Financial Services,Banks - Regional,55.38,13.55,135092,7.48M,0.87,49.56,48.23,41.25,72.5,2.91,2.54B,4.34,9.76,15.8%,34.5%,0.0%,58.0%,6.2%,N/A,1,2,0,49.0,53.5,58.0,-3.4%,"Merchants Bancorp operates as the diversified bank holding company in the United States. It operates through three segments: Multi-family Mortgage Banking, Mortgage Warehousing, and Banking. The Multi-family Mortgage Banking segment engages in the mortgage banking, which originates, and services government sponsored mo",50,Needs confirmation
BLKB,"Blackbaud, Inc.",Technology,Software - Application,43.47,20.94,410670,17.85M,0.51,33.73,29.97,46.48,78.5,4.79,2.00B,1.75,7.41,4.2%,650.6%,59.2%,18.3%,16.3%,2.2 - Buy,3,2,0,30.0,48.0,65.0,10.4%,"Blackbaud, Inc. engages in the providing AI-powered solutions in the United States and internationally. The company offers fundraising and engagement solutions, including Blackbaud Raiser's Edge NXT, Blackbaud CRM, Blackbaud Luminate Online, Blackbaud TeamRaiser, JustGiving from Blackbaud, Blackbaud Fundraiser Performa",45,Needs confirmation
LAD,"Lithia Motors, Inc.",Consumer Cyclical,Auto & Truck Dealerships,415.11,15.85,621080,257.82M,2.11,345.62,303.61,301.79,82.2,3.05,9.47B,0.25,10.19,1.0%,-46.1%,15.4%,3.6%,17.4%,1.7 - Buy,12,4,0,300.0,376.19,449.0,-9.4%,"Lithia Motors, Inc. operates as an automotive retailer in the United States, the United Kingdom, and Canada. The company operates in two segments, Vehicle Operations and Financing Operations. It offers a range of products and services fulfilling the entire vehicle ownership lifecycle, including new and used vehicles, f",35,Speculative / news-only
MANH,"Manhattan Associates, Inc.",Technology,Software - Application,210.57,25.21,1088541,229.21M,1.67,164.67,146.97,156.21,75.5,3.95,12.46B,11.32,35.28,7.4%,-3.5%,56.0%,23.0%,6.2%,1.8 - Buy,8,4,0,145.0,185.45,240.0,-11.9%,"Manhattan Associates, Inc. develops, sells, deploys, services, and maintains software solutions to manage supply chains, inventory, and omni-channel operations. It offers warehouse management solution for managing goods and information across the distribution centers; Manhattan Active Warehouse Management, a cloud nati",30,Speculative / news-only
NEO,"NeoGenomics, Inc.",Healthcare,Diagnostics & Research,15.8,17.9,3582441,56.60M,1.39,14.41,12.12,10.73,58.7,4.7,2.05B,2.75,46.03,11.1%,N/A,43.1%,-9.3%,12.4%,1.8 - Buy,8,4,0,13.0,16.78,25.0,6.2%,"NeoGenomics, Inc. operates a network of cancer-focused testing laboratories in the United States and the United Kingdom. The company offers testing services to hospitals, academic centers, pathologists, oncologists, clinicians, pharmaceutical companies, and clinical laboratories. It also provides cytogenetics testing s",30,Speculative / news-only
CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,55.5,10.32,4147918,230.21M,0.39,45.79,47.37,64.37,76.2,3.43,26.25B,1.23,8.97,5.8%,3.6%,33.5%,15.6%,12.1%,2.2 - Buy,13,16,0,42.0,60.38,88.0,8.8%,"Cognizant Technology Solutions Corporation, a professional services company, provides consulting and technology, and outsourcing services in North America, Europe, and internationally. It operates through four segments: Financial Services; Health Sciences; Products and Resources; and Communications, Media and Technolog",30,Speculative / news-only
HURN,Huron Consulting Group Inc.,Industrials,Consulting Services,159.32,31.27,460822,73.42M,1.6,119.2,106.41,140.02,81.9,3.92,2.58B,1.51,15.59,12.1%,0.8%,32.6%,9.3%,4.2%,N/A,5,0,0,155.0,184.25,215.0,15.6%,"Huron Consulting Group Inc. provides global professional services in the United States and internationally. It operates through three segments: Healthcare, Education, and Commercial. The company offers financial and operational performance improvement consulting services; digital services; spanning technology and analy",15,Speculative / news-only
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,296.79,17.01,1171210,347.60M,1.39,250.23,239.58,228.98,75.3,2.78,57.24B,7.67,28.75,14.2%,21.5%,59.1%,24.6%,2.4%,2.8 - Hold,2,4,2,220.0,262.43,325.0,-11.6%,"Garmin Ltd. designs, develops, manufactures, markets, and distributes a diverse range of GPS-enabled products and navigation, communications, sensor-based, and information products and services worldwide. It offers running; cycling products; smartwatch devices; scales and monitors; and sports timing and performance ana",15,Speculative / news-only
MAAS,Maase Inc.,Financial Services,Asset Management,18.91,10.58,38363,725444.33,0.39,18.51,14.33,7.76,54.4,14.7,8.36B,1262.88,N/A,N/A,N/A,25.6%,-599.1%,0.2%,N/A,0,0,0,N/A,N/A,N/A,N/A,"Maase Inc. operates as an integrated provider and operator of an artificial intelligence (AI) -centric full-scene digital systems. The company focuses on areas of flexible energy deployment and intelligent commercial network operation, and provide closed-loop solutions from computing infrastructure, smart hardware an",15,Speculative / news-only
CAKE,The Cheesecake Factory Incorporated,Consumer Cyclical,Restaurants,99.05,11.28,2038517,201.92M,1.52,87.31,74.03,60.41,81.6,3.12,4.92B,1.29,20.65,5.6%,52.2%,40.5%,5.8%,34.2%,2.7 - Hold,5,12,2,50.0,72.93,91.0,-26.4%,"The Cheesecake Factory Incorporated operates and licenses restaurants in the United States and Canada. It operates bakeries that produce cheesecakes and other baked products for its restaurants, international licensees, third-party bakery customers, external foodservice operators, retailers, and distributors. The compa",0,Speculative / news-only
AVTR,"Avantor, Inc.",Healthcare,Medical Instruments & Supplies,13.79,11.07,17715347,244.38M,1.77,11.48,9.74,10.24,79.1,4.05,9.43B,1.44,16.22,0.0%,-33.3%,32.1%,6.3%,9.9%,2.9 - Hold,3,11,3,7.0,10.44,19.0,-24.3%,"Avantor, Inc. engages in the provision of mission-critical products and services to customers in the biopharma, healthcare, education and government, advanced technologies, and applied materials industries in the Americas, Europe, Asia, the Middle East, and Africa. The company offers materials and consumables, such as ",0,Speculative / news-only
