Symbol,Company,Sector,Industry,Price,Change_%,Volume,Dollar_Volume,RVOL_20D,8D_MA,50D_MA,200D_MA,RSI_14,ATR_%,Market_Cap,PS_Ratio,Forward_PE,Rev_Growth_YoY,EPS_Growth_YoY,Gross_Margin,Op_Margin,Short_%_Float,Analyst_Rating,Buy_Count,Hold_Count,Sell_Count,Target_Low,Target_Mean,Target_High,Implied_Upside_%,Description,Score,Bucket
LEGN,Legend Biotech Corporation,Healthcare,Biotechnology,35.56,39.4,10872457,386.62M,5.31,28.99,23.69,25.82,69.2,6.78,6.60B,5.8,26.64,56.5%,N/A,20.0%,-16.3%,19.6%,1.6 - Buy,13,2,0,27.0,55.39,86.0,55.8%,"Legend Biotech Corporation, through its subsidiaries, operates as a biopharmaceutical company that discovers, develops, manufactures, and commercializes novel cell therapies for oncology and other indications in the United States, China, and Europe. Its lead product candidate is ciltacabtagene autoleucel, or cilta-cel,",85,Watchlist candidate
MRVL,"Marvell Technology, Inc.",Technology,Semiconductors,284.37,29.59,76598590,21.78B,2.78,213.45,153.21,100.18,86.0,5.59,248.83B,28.54,46.54,27.6%,-80.4%,51.5%,14.5%,4.3%,1.4 - Strong Buy,39,5,0,110.0,222.55,300.0,-21.7%,"Marvell Technology, Inc., together with its subsidiaries, provides data infrastructure semiconductor solutions and spanning the data center core to network edge in the United States, Argentina, China, India, Israel, Japan, Singapore, South Korea, Taiwan, Vietnam, and internationally. The company develops and scales sys",70,Watchlist candidate
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,426.17,17.43,6722388,2.86B,0.92,380.53,325.17,206.09,63.3,6.42,83.31B,12.62,52.6,20.5%,1118.3%,37.0%,13.6%,5.2%,1.6 - Buy,16,4,0,230.0,380.62,461.96,-10.7%,"Coherent Corp. develops, manufactures, and markets engineered materials, optoelectronic components and devices, and laser systems for the use in the industrial, communications, electronics, and instrumentation markets worldwide. It operates through three segments: Networking, Materials, and Lasers. The Networking segme",65,Needs confirmation
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,1027.94,13.59,6062172,6.23B,0.93,921.51,874.56,466.44,52.9,7.25,79.90B,32.11,56.74,90.1%,N/A,40.8%,21.8%,13.0%,1.6 - Buy,19,5,0,600.0,1104.68,1400.0,7.5%,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa. It operates through two segments, Cloud & Networking and Industrial Tech. The Cloud & Networking segment offers optical and photonic chips, components, modules, and subsyst",65,Needs confirmation
FSLY,"Fastly, Inc.",Technology,Software - Application,21.58,13.11,7479670,161.41M,0.62,17.81,24.03,14.44,61.5,5.45,3.38B,5.17,54.68,19.8%,N/A,59.4%,-13.8%,15.8%,2.5 - Buy,4,6,1,18.0,24.11,32.0,11.7%,"Fastly, Inc. operates an edge cloud platform for processing, serving, and securing its customer's applications in the United States, the Asia Pacific, Europe, and internationally. The edge cloud is a category of Infrastructure as a Service that enables developers to build, secure, and deliver digital experiences at the",65,Needs confirmation
GLW,Corning Incorporated,Technology,Electronic Components,199.22,12.74,12237609,2.44B,0.94,189.13,169.36,113.56,50.5,5.57,171.46B,10.51,47.17,20.0%,138.9%,36.4%,15.7%,2.8%,1.8 - Buy,10,5,1,149.0,197.67,230.0,-0.8%,"Corning Incorporated operates in optical communications, display, specialty materials, automotive, and life sciences businesses in the United States, Canada, Mexico, Japan, Taiwan, China, South Korea, Germany, and internationally. The company provides optical fibers and cables; and hardware and equipment products, such",65,Needs confirmation
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,299.01,11.55,1092110,326.55M,1.28,280.17,190.07,123.43,63.9,6.65,10.14B,9.55,30.92,105.5%,238.7%,48.1%,15.3%,2.1%,1.5 - Strong Buy,10,1,0,145.0,256.7,450.0,-14.2%,"Silicon Motion Technology Corporation, together with its subsidiaries, designs, develops, and markets NAND flash controllers for solid-state storage devices and related devices in China, Japan, Singapore, Taiwan, Korea, the United States, and internationally. It offers controllers for computing-grade solid state drives",65,Needs confirmation
RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,15.89,11.43,8062196,128.11M,2.28,14.24,13.31,8.65,72.5,6.82,3.46B,324.38,-9.51,-60.9%,N/A,0.0%,-2619.7%,17.9%,1.2 - Strong Buy,13,0,0,18.0,24.25,32.0,52.6%,"Relay Therapeutics, Inc. operates as a clinical-stage precision medicines company. It transforms the drug discovery process with a focus on enhancing small molecule therapeutic discovery in targeted oncology and genetic disease indications. The company's lead product candidates include RLY-2608, a pan-mutant and isofor",65,Needs confirmation
HSAI,Hesai Group,Consumer Cyclical,Auto Parts,22.27,11.18,2698140,60.09M,1.43,20.58,21.5,23.74,53.0,5.46,3.50B,1.1,24.52,29.6%,N/A,41.2%,-1.3%,4.2%,1.2 - Strong Buy,22,0,0,25.5,30.31,36.26,36.1%,"Hesai Group, through with its subsidiaries, engages in the development, manufacture, and sale of three-dimensional light detection and ranging solutions (LiDAR) in Mainland China, Europe, North America, and internationally. The company offers gas detection products, validation services, solution service, and other serv",65,Needs confirmation
SMTC,Semtech Corporation,Technology,Semiconductors,165.65,10.74,1963890,325.32M,0.67,157.38,111.51,82.4,66.9,7.32,15.43B,14.16,42.63,15.9%,22.7%,52.4%,9.3%,6.8%,1.4 - Strong Buy,12,2,0,175.0,204.83,230.0,23.7%,"Semtech Corporation provides semiconductor, Internet of Things systems, and cloud connectivity service solutions in the Asia- Pacific, North America, and Europe. The company operates in three segments: Signal Integrity, Analog Mixed Signal and Wireless, and IoT Systems and Connectivity. It provides signal integrity pro",65,Needs confirmation
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,54.41,15.76,115662065,6.29B,5.74,41.18,29.78,24.67,91.8,4.66,72.18B,2.02,13.45,18.4%,-30.3%,32.1%,7.6%,5.8%,2.3 - Buy,11,11,1,21.0,29.92,40.0,-45.0%,"Hewlett Packard Enterprise Company, together with its subsidiaries, develops intelligent solutions in the United States, the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and internationally. It operates in five segments: Server, Hybrid Cloud, Networking, Financial Services, and Corporate Investme",55,Needs confirmation
BE,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,303.36,10.91,7316840,2.22B,0.7,294.81,228.87,140.65,56.3,7.66,86.33B,35.25,69.76,130.4%,N/A,30.1%,9.6%,11.7%,2.3 - Buy,14,11,2,55.0,263.13,335.0,-13.3%,"Bloom Energy Corporation designs, manufactures, sells, and installs solid oxide fuel cell systems for on-site power generation in the United States and internationally. It offers Bloom Energy Server, an energy server platform to convert fuel, such as natural gas, biogas, hydrogen, or a blend of these fuels, into electr",50,Needs confirmation
CLS,Celestica Inc.,Technology,Electronic Components,469.77,10.13,2715717,1.28B,1.27,385.43,361.12,301.42,71.4,4.83,54.01B,3.92,31.28,52.8%,147.3%,12.0%,6.6%,3.0%,1.3 - Strong Buy,20,1,0,360.0,441.33,550.0,-6.1%,"Celestica Inc., together with its subsidiaries, provides supply chain solutions in Asia, North America, and internationally. It operates through two segments, Advanced Technology Solutions, and Connectivity and Cloud Solutions. The company offers a range of product manufacturing and related supply chain services, inclu",50,Needs confirmation
UEC,Uranium Energy Corp.,Energy,Uranium,15.12,11.22,8565960,129.47M,0.92,13.64,14.09,13.85,47.3,6.05,7.40B,366.57,-906.12,-59.4%,N/A,0.0%,-116.6%,13.8%,1.4 - Strong Buy,8,1,0,15.0,19.17,26.75,26.8%,"Uranium Energy Corp., together with its subsidiaries, engages in exploration, pre-extraction, extraction, and processing of uranium and titanium concentrates properties in the United States, Canada, and the Republic of Paraguay. The company was formerly known as Carlin Gold Inc. and changed its name to Uranium Energy C",45,Needs confirmation
CNH,CNH Industrial N.V.,Industrials,Farm & Heavy Construction Machinery,10.9,10.66,9743197,106.20M,0.62,10.31,10.65,10.74,52.4,2.99,13.52B,0.75,14.95,-0.1%,-94.4%,18.5%,2.7%,6.7%,2.2 - Buy,10,8,1,9.5,13.25,20.5,21.6%,"CNH Industrial N.V., an equipment company, engages in the develops, manufacture, and sale agricultural and construction equipment in North America, Europe, the Middle East, Africa, South America, and the Asia Pacific. The company operates through three segments: Agriculture, Construction, and Financial Services. The Ag",45,Needs confirmation
STM,STMicroelectronics N.V.,Technology,Semiconductors,78.99,14.45,14067991,1.11B,1.31,69.72,50.55,33.58,80.4,3.66,70.21B,5.67,35.42,23.0%,-33.3%,34.0%,3.7%,2.2%,2.2 - Buy,7,7,1,32.8,57.44,90.0,-27.3%,"STMicroelectronics N.V., together with its subsidiaries, designs, develops, manufactures, and sells semiconductor products in Europe, the Middle East, Africa, the Americas, and the Asia Pacific. The company operates through Analog products, MEMS and Sensors Group (AM&S); Power and Discrete products (P&D); Embedded Proc",35,Speculative / news-only
TE,T1 Energy Inc.,Industrials,Electrical Equipment & Parts,11.83,13.64,26706152,315.93M,1.12,10.23,6.17,5.27,82.5,10.2,3.30B,3.76,31.13,232.3%,N/A,7.6%,-12.7%,23.6%,1.2 - Strong Buy,5,0,0,8.0,9.1,11.0,-23.1%,"T1 Energy Inc. provides energy solutions for solar modules and cells in the United States, Norway and internationally. It manufactures and sells photovoltaic solar modules. The company was formerly known as FREYR Battery, Inc. and changed its name to T1 Energy Inc. in February 2025. T1 Energy Inc. is headquartered in A",35,Speculative / news-only
ASTS,"AST SpaceMobile, Inc.",Technology,Communication Equipment,117.82,11.52,14985860,1.77B,0.8,115.17,87.67,77.86,72.5,8.45,45.74B,538.54,-396.63,1952.2%,N/A,44.8%,-1014.0%,17.6%,2.8 - Hold,2,7,2,41.2,82.02,108.0,-30.4%,"AST SpaceMobile, Inc., together with its subsidiaries, designs and develops the constellation of BlueBird satellites in the United States. The company provides a cellular broadband network in space to be accessible directly by smartphones for commercial use and other applications, as well as for government use. Its Spa",35,Speculative / news-only
FN,Fabrinet,Technology,Electronic Components,693.55,11.44,648636,449.86M,0.82,676.61,648.95,492.63,57.3,7.16,24.85B,5.87,40.17,39.3%,53.3%,12.0%,9.9%,8.8%,N/A,7,2,0,635.0,749.11,850.0,8.0%,"Fabrinet provides optical packaging and precision optical, electro-mechanical, and electronic manufacturing services in North America, the Asia-Pacific, and Europe. The company offers a range of advanced optical and electro-mechanical capabilities in the manufacturing process, including process design and engineering, ",35,Speculative / news-only
CAMT,Camtek Ltd.,Technology,Semiconductor Equipment & Materials,187.93,15.23,461990,86.82M,1.01,171.22,175.81,134.66,56.8,5.13,8.65B,17.34,41.53,2.5%,-10.0%,51.0%,22.4%,10.3%,N/A,7,5,0,160.0,187.25,220.0,-0.4%,"Camtek Ltd., together with its subsidiaries, develops, manufactures, and sells inspection and metrology equipment for semiconductor industry in the United States, China, Korea, Europe, and the Asia Pacific. The company offers Hawk, a platform engineered for advanced packaging; Eagle G5 for enhanced detection and metrol",30,Speculative / news-only
VSH,"Vishay Intertechnology, Inc.",Technology,Semiconductors,63.32,13.09,7413951,469.45M,1.99,51.54,30.65,19.88,91.1,6.0,8.62B,2.7,41.1,17.3%,N/A,19.9%,2.4%,10.6%,2.7 - Hold,1,1,1,28.0,34.0,40.0,-46.3%,"Vishay Intertechnology, Inc. manufactures and sells discrete semiconductors and passive electronic components in the United States, Germany, rest of Europe, Israel, and Asia. The company operates through six segments: Metal Oxide Semiconductor Field Effect Transistors (MOSFETs), Diodes, Optoelectronic Components, Resis",20,Speculative / news-only
